time,x,y
0,652,0
656,656,0
1320,664,0
1988,668,0
2648,660,0
3320,672,0
3988,668,0
4660,672,0
5336,676,0
6012,676,0
6680,668,0
7348,668,0
8012,664,0
8672,660,0
9336,664,1
10000,664,1
10656,656,1
11308,652,1
11960,652,1
12660,700,1
13256,596,1
13912,656,1
14564,652,1
15216,652,1
15868,652,1
16544,676,0
17220,676,0
17892,672,0
18572,680,0
19244,672,0
19912,668,0
20576,664,0
21236,660,0
21884,648,0
22532,648,0
22756,224,0
23020,264,0
23808,788,0
24440,632,0
24924,484,0
25072,148,0
25700,628,0
26324,624,0
26628,304,0
26692,64,0
26932,240,0
27572,640,0
28216,644,0
28860,644,0
29504,644,0
30160,656,0
30608,448,0
30760,152,0
31460,700,0
32160,700,0
32804,644,0
33396,592,0
34028,632,0
34312,284,0
34516,204,0
34708,192,0
35284,576,0
35908,624,0
36528,620,0
36996,468,0
37144,148,0
37764,620,0
38384,620,0
39004,620,0
39636,632,0
40328,692,0
40932,604,0
41592,660,0
41912,320,0
42260,348,0
42928,668,0
43588,660,0
44256,668,0
44932,676,0
45592,660,0
46268,676,0
46940,672,0
47604,664,0
48284,680,0
48956,672,0
50292,1336,0
50964,672,0
51648,684,0
52328,680,0
53008,680,0
53692,684,0
54388,696,0
55112,724,0
55752,640,0
56472,720,0
57152,680,0
57780,628,0
58444,664,0
59104,660,0
59764,660,0
60420,656,0
61076,656,1
61732,656,1
62388,656,1
63040,652,1
63704,664,1
64364,660,1
65072,708,1
65700,628,1
66372,672,1
67036,664,1
67716,680,1
68392,676,0
69060,668,0
69740,680,0
70416,676,0
71080,664,0
71760,680,0
72424,664,0
73080,656,0
73744,664,0
74400,656,0
75048,648,0
75700,652,0
76352,652,0
76992,640,0
78276,1284,0
78900,624,0
79540,640,0
80172,632,0
80800,628,0
81432,632,0
82064,632,0
82704,640,0
83340,636,0
83976,636,0
84612,636,0
85260,648,1
85896,636,1
86540,644,1
87188,648,1
87832,644,1
88528,696,1
89128,600,1
89772,644,1
90420,648,1
91064,644,1
91700,636,1
92332,632,1
93012,680,1
93592,580,1
94216,624,1
94844,628,1
95472,628,1
96100,628,1
96740,640,0
97384,644,0
98020,636,0
98716,696,0
99320,604,0
100012,692,0
100616,604,0
101268,652,0
101916,648,0
102560,644,0
103208,648,0
103852,644,0
104504,652,0
105160,656,0
105808,648,0
106468,660,0
107124,656,0
107784,660,0
108456,672,0
109120,664,0
109784,664,0
110452,668,0
111124,672,0
111796,672,0
112468,672,0
113140,672,0
113808,668,0
114480,672,0
115144,664,0
115800,656,0
116468,668,0
117136,668,0
117800,664,0
118464,664,0
119136,672,0
119804,668,0
120480,676,0
121156,676,0
121828,672,0
122508,680,0
123188,680,0
123860,672,0
124528,668,0
