time,x,y
0,632,0
632,632,0
1272,640,0
1916,644,0
2560,644,0
3216,656,0
3876,660,0
4536,660,0
5200,664,0
5864,664,0
6524,660,0
7184,660,0
7844,660,0
8500,656,0
9152,652,0
9804,652,0
10456,652,0
11104,648,1
11760,656,1
12408,648,1
13056,648,1
13752,696,1
14360,608,1
15016,656,1
15668,652,1
16320,652,1
16984,664,1
17652,668,0
18308,656,0
18972,664,0
19636,664,0
20300,664,0
20964,664,0
21632,668,0
22296,664,0
22956,660,0
23624,668,0
24288,664,0
24996,708,0
25660,664,0
26268,608,0
26924,656,0
27576,652,0
28228,652,0
28876,648,0
29516,640,0
30156,640,0
30796,640,0
31432,636,0
32124,692,0
32772,648,0
33352,580,0
33988,636,0
34620,632,0
35256,636,0
35888,632,0
36520,632,0
37160,640,0
37792,632,0
38420,628,0
39056,636,0
39692,636,0
40328,636,0
40968,640,0
41608,640,0
42244,636,0
42880,636,0
43516,636,0
44144,628,0
44772,628,0
45400,628,0
46028,628,0
46656,628,0
47284,628,0
47920,636,0
48556,636,1
49188,632,1
49828,640,1
50468,640,1
51100,632,1
51776,676,1
52352,576,1
52976,624,1
53604,628,1
54240,636,1
54892,652,1
55588,696,1
56184,596,1
56836,652,1
57492,656,1
58140,648,1
58788,648,0
59436,648,1
60080,644,1
60772,692,1
61360,588,1
61992,632,1
62628,636,1
63264,636,1
63896,632,1
64576,680,1
65156,580,1
65784,628,1
66416,632,1
67060,644,1
67708,648,1
68360,652,1
69028,668,0
69692,664,0
70356,664,0
71028,672,0
71696,668,0
72372,676,0
73036,664,0
73696,660,0
74364,668,0
75024,660,0
75692,668,0
76392,700,0
77048,656,0
77668,620,0
78336,668,0
79044,708,0
79656,612,0
80324,668,0
81040,716,0
81668,628,0
82336,668,0
83008,672,0
83684,676,0
84364,680,0
