time,x
0,632
632,632
1272,640
1916,644
2560,644
3216,656
3876,660
4536,660
5200,664
5864,664
6524,660
7184,660
7844,660
8500,656
9152,652
9804,652
10456,652
11104,648
11760,656
12408,648
13056,648
13752,696
14360,608
15016,656
15668,652
16320,652
16984,664
17652,668
18308,656
18972,664
19636,664
20300,664
20964,664
21632,668
22296,664
22956,660
23624,668
24288,664
24996,708
25660,664
26268,608
26924,656
27576,652
28228,652
28876,648
29516,640
30156,640
30796,640
31432,636
32124,692
32772,648
33352,580
33988,636
34620,632
35256,636
35888,632
36520,632
37160,640
37792,632
38420,628
39056,636
39692,636
40328,636
40968,640
41608,640
42244,636
42880,636
43516,636
44144,628
44772,628
45400,628
46028,628
46656,628
47284,628
47920,636
48556,636
49188,632
49828,640
50468,640
51100,632
51776,676
52352,576
52976,624
53604,628
54240,636
54892,652
55588,696
56184,596
56836,652
57492,656
58140,648
58788,648
59436,648
60080,644
60772,692
61360,588
61992,632
62628,636
63264,636
63896,632
64576,680
65156,580
65784,628
66416,632
67060,644
67708,648
68360,652
69028,668
69692,664
70356,664
71028,672
71696,668
72372,676
73036,664
73696,660
74364,668
75024,660
75692,668
76392,700
77048,656
77668,620
78336,668
79044,708
79656,612
80324,668
81040,716
81668,628
82336,668
83008,672
83684,676
84364,680
