time,x
0,944
920,920
1836,916
2720,884
3588,868
4488,900
5400,912
6316,916
7244,928
8156,912
9132,976
10008,876
10980,972
11864,884
12776,912
13692,916
14596,904
15528,932
16452,924
17356,904
18284,928
19212,928
20132,920
21036,904
21952,916
22876,924
23792,916
24708,916
25616,908
26520,904
27420,900
28312,892
29212,900
30164,952
31012,848
31912,900
32820,908
33740,920
34648,908
35544,896
36432,888
37332,900
38236,904
39152,916
40044,892
40932,888
41828,896
42732,904
43632,900
44508,876
45400,892
46300,900
47212,912
48124,912
49036,912
49944,908
50864,920
51800,936
52696,896
53624,928
54532,908
55452,920
56348,896
57232,884
58176,944
59032,856
59940,908
60832,892
61736,904
62628,892
63532,904
64416,884
65300,884
66196,896
67088,892
67992,904
68876,884
69772,896
70664,892
71572,908
72448,876
73328,880
74212,884
75088,876
75960,872
76828,868
77716,888
78596,880
79488,892
80356,868
81248,892
82188,940
83020,832
83912,892
84804,892
85704,900
86596,892
87488,892
88376,888
89268,892
90160,892
91036,876
91932,896
92832,900
93744,912
94628,884
95524,896
96412,888
97320,908
98204,884
99084,880
99992,908
100880,888
101780,900
102652,872
103544,892
104444,900
105340,896
106220,880
107108,888
108012,904
108908,896
109812,904
110696,884
111568,872
112424,856
113284,860
114172,888
115084,912
115984,900
116892,908
117808,916
118728,920
119672,944
120580,908
121508,928
122440,932
123360,920
124264,904
125168,904
126080,912
126976,896
127884,908
128788,904
129700,912
130592,892
131508,916
132420,912
133332,912
134252,920
135204,952
135704,500
136052,348
136944,892
137928,984
138908,980
139892,984
140848,956
141804,956
142744,940
143676,932
144612,936
145524,912
146456,932
147400,944
148332,932
149248,916
150220,972
151112,892
152064,952
153008,944
153988,980
154956,968
155916,960
156876,960
157832,956
158772,940
159724,952
160412,688
160728,316
161204,476
161592,388
162528,936
163476,948
164408,932
166228,1820
167100,872
167356,256
167984,628
168876,892
169792,916
170724,932
171648,924
172584,936
173312,728
173660,348
174456,796
175376,920
176320,944
177252,932
178180,928
179112,932
179616,504
179792,176
180040,248
180484,444
180956,472
181888,932
182812,924
183220,408
183732,512
184676,944
185624,948
185980,356
186560,580
187468,908
188316,848
188492,176
188636,144
189072,436
189276,204
190232,956
191132,900
192432,1300
192628,196
193036,408
193160,124
193572,412
193816,244
194196,380
194740,544
195280,540
195708,428
196164,456
196328,164
196896,568
197192,296
197532,340
198472,940
199416,944
199680,264
200320,640
201116,796
202104,988
202960,856
203224,264
203800,576
204688,888
205532,844
206340,808
207240,900
208036,796
208908,872
209792,884
210688,896
211616,928
212516,900
213432,916
214344,912
215268,924
216236,968
217072,836
217972,900
218164,192
218492,328
218880,388
219504,624
219792,288
220020,228
220744,724
221028,284
221544,516
221608,64
222376,768
222620,244
222940,320
223248,308
223404,156
223780,376
223920,140
224112,192
224364,252
225008,644
225404,396
225732,328
226068,336
226140,72
226448,308
226700,252
226876,176
227444,568
227772,328
227896,124
228088,192
228328,240
228804,476
229460,656
229704,244
230132,428
230600,468
231080,480
231516,436
231804,288
232172,368
232296,124
233320,1024
234076,756
235100,1024
235788,688
236120,332
236916,796
237776,860
238668,892
239576,908
240520,944
240856,336
241084,228
241428,344
242288,860
243184,896
244120,936
244852,732
244952,100
245304,352
245776,472
246076,300
246712,636
249436,2724
250184,748
251288,1104
252176,888
253020,844
253176,156
253700,524
253908,208
254568,660
254796,228
255732,936
256400,668
256760,360
256864,104
257184,320
257448,264
257800,352
257940,140
258256,316
259672,1416
260044,372
260544,500
261008,464
261236,228
262060,824
262344,284
262816,472
263148,332
263684,536
264052,368
264536,484
265648,1112
265760,112
266044,284
266304,260
266700,396
267184,484
267896,712
268148,252
268588,440
269060,472
269360,300
269548,188
269860,312
270116,256
270248,132
270564,316
270728,164
271304,576
271692,388
272588,896
273352,764
274428,1076
274508,80
274772,264
275156,384
275280,124
275496,216
275856,360
276196,340
276672,476
276796,124
276968,172
277188,220
277520,332
277828,308
278368,540
278532,164
278924,392
279372,448
279860,488
280080,220
280844,764
281032,188
281716,684
282196,480
282632,436
282980,348
283572,592
284288,716
284504,216
284640,136
285068,428
285324,256
285488,164
285996,508
286140,144
286492,352
286728,236
286840,112
287092,252
287564,472
287644,80
287872,228
288228,356
288340,112
289132,792
289348,216
289664,316
289884,220
290088,204
290536,448
290576,40
290952,376
291312,360
291636,324
291920,284
292208,288
292536,328
292608,72
292796,188
293056,260
293536,480
293608,72
293960,352
294208,248
294292,84
294748,456
294920,172
295444,524
295592,148
295848,256
296116,268
296304,188
296704,400
296772,68
301324,4552
301584,260
301808,224
302240,432
302844,604
303248,404
304140,892
306180,2040
306248,68
307856,1608
308804,948
310084,1280
311640,1556
311732,92
312332,600
312504,172
313428,924
314464,1036
314728,264
316924,2196
317128,204
317924,796
318732,808
318852,120
319288,436
319512,224
319600,88
319812,212
320076,264
320500,424
320696,196
320936,240
321076,140
321496,420
321552,56
321944,392
