time,x,y
0,572,0
584,584,0
1160,576,0
1736,576,0
2316,580,0
2896,580,1
3472,576,1
4052,580,1
4628,576,1
5256,628,1
5788,532,1
6364,576,1
6944,580,1
7528,584,1
8108,580,1
8700,592,1
9292,592,1
9876,584,1
10464,588,1
11052,588,1
11632,580,1
12264,632,1
12800,536,1
13380,580,1
13956,576,1
14532,576,1
15116,584,1
15692,576,1
16272,580,1
16848,576,1
17424,576,1
18048,624,1
18576,528,1
19156,580,1
19736,580,1
20316,580,1
20892,576,1
21468,576,0
22056,588,1
22644,588,1
23276,632,1
23804,528,1
24388,584,1
24960,572,1
25536,576,1
26116,580,1
26696,580,1
27268,572,1
27848,580,0
28428,580,0
29004,576,0
29584,580,0
30168,584,0
30744,576,0
31328,584,0
31916,588,0
32500,584,0
33088,588,0
33680,592,0
34264,584,0
34860,596,0
35452,592,0
36036,584,0
36632,596,0
37268,636,0
37816,548,0
38424,608,0
38592,168,0
39020,428,0
