time,x,y
0,532,0
536,536,0
1060,524,0
1640,580,0
2172,532,0
2656,484,0
3184,528,0
3720,536,0
4252,532,0
4784,532,0
5320,536,0
5848,528,0
6384,536,0
6920,536,0
7456,536,1
7988,532,1
8524,536,1
9064,540,1
9640,576,1
10128,488,1
10664,536,1
11204,540,1
11736,532,1
12272,536,1
12812,540,1
13340,528,0
13880,540,0
14416,536,0
14948,532,1
15488,540,1
16016,528,1
16548,532,1
17080,532,1
17656,576,1
18136,480,1
18664,528,1
19192,528,1
19720,528,1
20244,524,0
20764,520,0
21296,532,0
21812,516,0
22340,528,0
22860,520,0
23376,516,0
23896,520,0
24420,524,0
24936,516,0
25456,520,0
25980,524,0
26500,520,1
27020,520,1
27544,524,1
28064,520,1
28632,568,1
29108,476,1
29632,524,1
30152,520,1
30672,520,1
31196,524,1
31716,520,0
32240,524,0
32764,524,1
33284,520,1
33800,516,1
34372,572,1
34840,468,1
35360,520,1
35880,520,1
36396,516,1
36908,512,1
37428,520,1
37944,516,0
38456,512,0
38976,520,0
39492,516,0
40008,516,0
40528,520,0
41048,520,0
41564,516,0
42084,520,0
42652,568,0
43168,516,0
43640,472,0
44164,524,0
44680,516,0
45204,524,0
