time,x
0,896
884,884
1764,880
2660,896
3548,888
4448,900
5344,896
6248,904
7156,908
8064,908
9020,956
9880,860
10788,908
11688,900
12572,884
12796,224
12892,96
13464,572
14372,908
15244,872
16100,856
16936,836
17776,840
18644,868
19516,872
20404,888
21292,888
22184,892
23084,900
24028,944
24868,840
25748,880
26640,892
27532,892
28424,892
29316,892
30208,892
31108,900
32064,956
32920,856
33824,904
34736,912
35636,900
36552,916
37468,916
38384,916
39300,916
40208,908
41128,920
42048,920
43028,980
43892,864
44820,928
45520,700
45780,260
46716,936
47604,888
48536,932
49464,928
50392,928
51308,916
52252,944
53188,936
54112,924
55032,920
55940,908
56852,912
57760,908
58644,884
59536,892
60444,908
61352,908
62268,916
63184,916
64088,904
65040,952
65880,840
66776,896
67676,900
68568,892
69284,716
69640,356
69912,272
70092,180
70340,248
71236,896
72128,892
73028,900
73944,916
74844,900
75744,900
