time,x
0,656
656,656
1308,652
1964,656
2680,716
3280,600
3932,652
4652,720
5252,600
5964,712
6568,604
7232,664
7948,716
8556,608
9216,660
9936,720
10540,604
11196,656
11852,656
12512,660
13168,656
13824,656
14480,656
15140,660
15804,664
16460,656
17124,664
17788,664
18448,660
19108,660
19772,664
20436,664
21092,656
21748,656
22412,664
23064,652
23716,652
24424,708
25024,600
25672,648
26328,656
26972,644
27680,708
28280,600
28932,652
29576,644
30232,656
30884,652
31532,648
32184,652
32900,716
33500,600
34156,656
34816,660
35476,660
36132,656
37452,1320
38108,656
38768,660
39428,660
40084,656
40740,656
41396,656
42052,656
42708,656
43360,652
44020,660
44676,656
45384,708
45984,600
46700,716
47300,600
47964,664
48680,716
49288,608
49952,664
50672,720
51280,608
51944,664
52668,724
53276,608
53944,668
55272,1328
55928,656
56592,664
57252,660
57912,660
58572,660
59228,656
59884,656
60540,656
61192,652
61852,660
62508,656
63160,652
63816,656
64468,652
65116,648
65760,644
66412,652
67060,648
67708,648
68356,648
69004,648
69712,708
70304,592
70956,652
72264,1308
72916,652
73564,648
74220,656
74876,656
75528,652
76180,652
76832,652
77492,660
78200,708
78852,652
79448,596
80104,656
80812,708
81412,600
82068,656
82720,652
83372,652
84028,656
84684,656
85340,656
85992,652
86708,716
87308,600
87968,660
89284,1316
89944,660
90600,656
91252,652
91916,664
92572,656
93288,716
93884,596
94544,660
95208,664
95872,664
96528,656
97184,656
97840,656
98500,660
99160,660
99812,652
100468,656
101124,656
101780,656
102428,648
103088,660
103744,656
104400,656
105056,656
105720,664
106380,660
107036,656
107696,660
108352,656
109012,660
109668,656
110332,664
110992,660
111712,720
112320,608
112976,656
114280,1304
114932,652
115588,656
116244,656
116892,648
117544,652
118200,656
118856,656
119508,652
120164,656
120824,660
121492,668
