time,x
0,648
644,644
1292,648
1988,696
2588,600
3240,652
3932,692
4520,588
5164,644
5800,636
6484,684
7072,588
7716,644
8352,636
8996,644
9640,644
10280,640
10972,692
11568,596
12212,644
12848,636
13496,648
14140,644
14780,640
15472,692
16752,1280
17992,1240
18628,636
19272,644
19964,692
20556,592
21196,640
21840,644
22480,640
23124,644
23768,644
24460,692
25056,596
25692,636
26332,640
26972,640
27604,632
28244,640
28940,696
29532,592
30176,644
30820,644
31460,640
32108,648
32744,636
33436,692
34028,592
35304,1276
35944,640
36576,632
37204,628
37840,636
38468,628
39104,636
39732,628
40364,632
41004,640
41644,640
42284,640
42928,644
43572,644
44208,636
44848,640
45488,640
