time,x
0,580
576,576
1152,576
1724,572
2300,576
2880,580
3444,564
4024,580
4604,580
5164,560
5756,592
6328,572
6904,576
7480,576
8060,580
8628,568
9260,632
9780,520
10356,576
10924,568
11504,580
12080,576
12656,576
13236,580
13812,576
14388,576
14972,584
15552,580
16132,580
16716,584
17292,576
17872,580
18452,580
19032,580
19612,580
20776,1164
21352,576
21984,632
22508,524
23080,572
23664,584
24240,576
24816,576
25396,580
25976,580
26552,576
27132,580
27712,580
28292,580
28872,580
29452,580
30036,584
30612,576
31252,640
31784,532
32368,584
32948,580
33528,580
34108,580
34684,576
35264,580
35840,576
36412,572
36988,576
37560,572
38136,576
38716,580
39284,568
39856,572
40424,568
41000,576
41564,564
42136,572
42708,572
43280,572
43852,572
44420,568
44996,576
45564,568
46140,576
46708,568
47284,576
47852,568
48428,576
49004,576
49576,572
50144,568
50720,576
51288,568
51848,560
52428,580
52996,568
53568,572
54132,564
54708,576
55272,564
55840,568
56412,572
56980,568
57548,568
58116,568
58688,572
59252,564
59824,572
60392,568
60956,564
61528,572
62096,568
62664,568
63280,616
63796,516
64364,568
64932,568
65500,568
66064,564
66636,572
67196,560
67764,568
68332,568
68896,564
69460,564
70024,564
70588,564
71148,560
71720,572
72280,560
72840,560
73404,564
73968,564
74528,560
75096,568
75664,568
76284,620
76792,508
77364,572
77928,564
78492,564
79064,572
79628,564
80192,564
80756,564
81372,616
81888,516
82452,564
83016,564
83584,568
84152,568
84716,564
85280,564
85852,572
86472,620
86988,516
87552,564
88120,568
88688,568
89824,1136
90396,572
90960,564
91536,576
92100,564
92676,576
93808,1132
94380,572
94940,560
95508,568
96076,568
96640,564
97204,564
97768,564
98336,568
