time,x
0,576
576,576
1156,580
1736,580
2312,576
2896,584
3468,572
4040,572
4620,580
5196,576
5764,568
6344,580
6916,572
7492,576
8064,572
8640,576
9212,572
9784,572
10360,576
10940,580
11516,576
12088,572
12664,576
13304,640
13828,524
14408,580
14996,588
15572,576
16148,576
16728,580
17304,576
17876,572
18452,576
19028,576
19600,572
20172,572
20744,572
21316,572
21888,572
22456,568
23080,624
23604,524
24172,568
24748,576
25324,576
25896,572
26476,580
27052,576
27628,576
28200,572
28780,580
29356,576
29932,576
30516,584
31092,576
31664,572
32240,576
32836,596
33412,576
34572,1160
35152,580
35728,576
36304,576
36876,572
37444,568
38020,576
38588,568
39160,572
39736,576
40308,572
40884,576
41464,580
42044,580
42620,576
43200,580
43780,580
44360,580
44944,584
45524,580
46104,580
46684,580
47324,640
47856,532
48440,584
49020,580
49596,576
50176,580
50756,580
51332,576
51916,584
52500,584
53076,576
53648,572
54224,576
54800,576
55368,568
55944,576
56520,576
57088,568
57664,576
58244,580
58808,564
59380,572
59944,564
60512,568
61084,572
61648,564
62212,564
62780,568
63348,568
63912,564
64476,564
65048,572
65608,560
66172,564
66732,560
67348,616
67864,516
68428,564
68988,560
69552,564
70116,564
70684,568
71248,564
71820,572
72392,572
72956,564
73532,576
