time,x,y
0,800,0
780,780,0
1572,792,0
2392,820,0
3196,804,0
4024,828,0
4940,916,0
5900,960,0
6856,956,0
7784,928,0
8620,836,0
9412,792,0
10188,776,0
10924,736,0
11648,724,0
12376,728,0
13136,760,0
13940,804,0
14788,848,0
15644,856,0
16492,848,0
17308,816,0
18092,784,0
18860,768,0
19596,736,0
20336,740,0
21092,756,0
21532,440,0
21848,316,0
22596,748,0
23364,768,0
24112,748,0
24852,740,0
25608,756,0
26380,772,0
27160,780,0
27912,752,0
28664,752,0
29428,764,0
30192,764,0
30948,756,0
31700,752,0
32420,720,0
33136,716,0
33856,720,0
34584,728,0
35304,720,0
36052,748,0
36816,764,0
37608,792,0
38456,848,0
39320,864,0
40176,856,0
41008,832,0
41804,796,0
42560,756,0
43288,728,0
44020,732,0
44748,728,0
45472,724,0
46192,720,0
46896,704,0
47592,696,0
48288,696,0
48960,672,0
49624,664,0
50292,668,0
50972,680,0
51672,700,0
52392,720,0
53140,748,0
53888,748,0
54652,764,0
55428,776,0
56144,716,0
56484,340,0
56836,352,0
57520,684,0
58192,672,0
58888,696,0
59600,712,0
60396,796,0
60624,228,0
60828,204,0
61152,324,0
61596,444,0
62928,1332,0
63900,972,0
64080,180,0
65524,1444,0
65872,348,0
66344,472,0
67172,828,0
67804,632,0
68172,368,0
68428,256,0
68792,364,0
69588,796,0
70424,836,0
72156,1732,0
73044,888,0
73880,836,0
74736,856,0
75580,844,0
76408,828,0
77228,820,0
78048,820,0
78868,820,0
79716,848,0
80584,868,0
81268,684,0
82088,820,0
82908,820,0
83732,824,0
84428,696,0
84556,128,0
85348,792,0
86148,800,0
86936,788,0
87712,776,0
88508,796,0
89356,848,0
90176,820,0
91024,848,0
91892,868,0
92776,884,0
93632,856,0
94520,888,0
95424,904,0
96308,884,0
97176,868,0
98052,876,0
98932,880,0
99788,856,0
100660,872,0
101556,896,0
102456,900,0
103324,868,0
104168,844,0
105020,852,0
105892,872,0
106712,820,0
107500,788,0
108340,840,0
109112,772,0
109964,852,0
110816,852,0
111672,856,0
112536,864,0
113368,832,0
114188,820,0
114984,796,0
115788,804,0
116596,808,0
117412,816,0
118244,832,0
119088,844,0
119944,856,0
120768,824,0
121640,872,0
122504,864,0
123380,876,0
124220,840,0
125108,888,0
126048,940,0
127008,960,0
127972,964,0
128872,900,0
129788,916,0
130704,916,0
131620,916,0
132504,884,0
133364,860,0
134232,868,0
135124,892,0
135964,840,0
136796,832,0
137140,344,0
137656,516,0
138492,836,0
138980,488,0
139320,340,0
139556,236,0
140232,676,0
141064,832,0
141852,788,0
142652,800,0
143448,796,0
144224,776,0
145008,784,0
145812,804,0
146600,788,0
147420,820,0
148300,880,0
149224,924,0
150144,920,0
151100,956,0
152084,984,0
153044,960,0
153964,920,0
154832,868,0
155712,880,0
156632,920,0
157556,924,0
158408,852,0
159288,880,0
160140,852,0
160988,848,0
162676,1688,0
163508,832,0
165140,1632,0
165940,800,0
166748,808,0
167544,796,0
168392,848,0
169032,640,0
169148,116,0
169968,820,0
170792,824,0
171604,812,0
172400,796,0
173212,812,0
174032,820,0
174844,812,0
175636,792,0
176468,832,0
177312,844,0
178212,900,0
179100,888,0
179956,856,0
180844,888,0
181756,912,0
182928,1172,0
183176,248,0
183312,136,0
185156,1844,0
185544,388,0
185984,440,0
186424,440,0
186788,364,0
187568,780,0
189152,1584,0
189972,820,0
190792,820,0
191632,840,0
192504,872,0
193328,824,0
194152,824,0
194996,844,0
195312,316,0
195824,512,0
196404,580,0
196604,200,0
197388,784,0
198240,852,0
198992,752,0
199800,808,0
200620,820,0
201464,844,0
202296,832,0
203088,792,0
203288,200,0
203824,536,0
204580,756,0
205308,728,0
206024,716,0
206728,704,0
207420,692,0
208116,696,0
208808,692,0
209508,700,0
210196,688,0
210884,688,0
211576,692,0
212276,700,0
212964,688,0
213656,692,0
214356,700,0
215060,704,0
215756,696,0
216476,720,0
217216,740,0
217976,760,0
218700,724,0
219440,740,0
220176,736,0
220908,732,0
221668,760,0
222460,792,0
223240,780,0
224016,776,0
224820,804,0
225592,772,0
226336,744,0
227092,756,0
227848,756,0
228576,728,0
229380,804,0
230172,792,0
230904,732,0
231696,792,0
232536,840,0
233368,832,0
234144,776,0
234940,796,0
235776,836,0
236556,780,0
237280,724,0
238060,780,0
238884,824,0
239708,824,0
240528,820,0
241328,800,0
242124,796,0
242896,772,0
243684,788,0
244492,808,0
245324,832,0
246172,848,0
247020,848,0
247844,824,0
248680,836,0
249524,844,0
250324,800,0
251144,820,0
251972,828,0
252804,832,0
253628,824,0
254404,776,0
255184,780,0
255964,780,0
256752,788,0
257516,764,0
258276,760,0
259024,748,0
259768,744,0
260508,740,0
261236,728,0
261964,728,0
262700,736,0
263424,724,0
264160,736,0
264900,740,0
265628,728,0
266352,724,0
267080,728,0
267812,732,0
268564,752,0
269300,736,0
270024,724,0
270744,720,0
271468,724,0
272188,720,0
272904,716,1
273620,716,1
274340,720,1
275060,720,1
275776,716,1
276484,708,1
277200,716,1
277924,724,1
278656,732,1
279440,784,1
280104,664,1
280808,704,1
281504,696,1
282200,696,1
282892,692,0
283596,704,0
284324,728,0
285068,744,0
285816,748,0
