,id,time,x,y,y_pred,split
0,1,0,800,0.0,0.003874147,6
1,1,780,780,0.0,0.0011060982,6
2,1,1572,792,0.0,0.0007840284,6
3,1,2392,820,0.0,0.002697401,6
4,1,3196,804,0.0,0.00066035904,6
5,1,4024,828,0.0,0.00023006758,6
6,1,4940,916,0.0,0.00029192868,6
7,1,5900,960,0.0,0.00047014293,6
8,1,6856,956,0.0,0.0009878677,6
9,1,7784,928,0.0,0.0017693377,6
10,1,8620,836,0.0,0.0015478956,6
11,1,9412,792,0.0,0.00070755335,6
12,1,10188,776,0.0,0.0004290843,6
13,1,10924,736,0.0,0.0010429607,6
14,1,11648,724,0.0,0.0008931971,6
15,1,12376,728,0.0,0.00046974223,6
16,1,13136,760,0.0,0.00015474316,6
17,1,13940,804,0.0,0.00014169548,6
18,1,14788,848,0.0,0.00020387319,6
19,1,15644,856,0.0,0.00028475185,6
20,1,16492,848,0.0,0.0011755968,6
21,1,17308,816,0.0,0.0007402114,6
22,1,18092,784,0.0,0.00035035974,6
23,1,18860,768,0.0,0.00045778524,6
24,1,19596,736,0.0,0.005008649,6
25,1,20336,740,0.0,0.004249193,6
26,1,21092,756,0.0,0.00040055017,6
27,1,21532,440,0.0,8.235073e-05,6
28,1,21848,316,0.0,0.00019341538,6
29,1,22596,748,0.0,0.0028480226,6
30,1,23364,768,0.0,0.0010867588,6
31,1,24112,748,0.0,0.0009175163,6
32,1,24852,740,0.0,0.0021994903,6
33,1,25608,756,0.0,0.0037606303,6
34,1,26380,772,0.0,0.0064084586,6
35,1,27160,780,0.0,0.0063114213,6
36,1,27912,752,0.0,0.039333295,6
37,1,28664,752,0.0,0.021907302,6
38,1,29428,764,0.0,0.015474882,6
39,1,30192,764,0.0,0.0053753587,6
40,1,30948,756,0.0,0.0005908343,6
41,1,31700,752,0.0,0.00010314194,6
42,1,32420,720,0.0,0.00016026103,6
43,1,33136,716,0.0,6.7658606e-05,6
44,1,33856,720,0.0,0.00017108276,6
45,1,34584,728,0.0,0.00078590936,6
46,1,35304,720,0.0,0.00043145052,6
47,1,36052,748,0.0,0.0003019267,6
48,1,36816,764,0.0,0.0002469038,6
49,1,37608,792,0.0,0.00014282585,6
50,1,38456,848,0.0,0.00036121762,6
51,1,39320,864,0.0,0.00043143446,6
52,1,40176,856,0.0,0.0006392212,6
53,1,41008,832,0.0,0.00081677624,6
54,1,41804,796,0.0,0.00084305793,6
55,1,42560,756,0.0,0.00059123174,6
56,1,43288,728,0.0,0.0004766742,6
57,1,44020,732,0.0,0.00055554,6
58,1,44748,728,0.0,0.001434915,6
59,1,45472,724,0.0,0.0014872921,6
60,1,46192,720,0.0,0.0005592563,6
61,1,46896,704,0.0,0.0010934444,6
62,1,47592,696,0.0,0.00043577986,6
63,1,48288,696,0.0,5.6952107e-05,6
64,1,48960,672,0.0,9.444578e-05,6
65,1,49624,664,0.0,0.00024774822,6
66,1,50292,668,0.0,0.0011478175,6
67,1,50972,680,0.0,0.0011775655,6
68,1,51672,700,0.0,0.0008293292,6
69,1,52392,720,0.0,0.0009196194,6
70,1,53140,748,0.0,0.00033255512,6
71,1,53888,748,0.0,0.00031677014,6
72,1,54652,764,0.0,0.001035146,6
73,1,55428,776,0.0,0.0032996421,6
74,1,56144,716,0.0,0.00059416896,6
75,1,56484,340,0.0,0.00047181683,6
76,1,56836,352,0.0,0.00080322364,6
77,1,57520,684,0.0,0.004728874,6
78,1,58192,672,0.0,0.007294994,6
79,1,58888,696,0.0,0.008260864,6
80,1,59600,712,0.0,0.005502916,6
81,1,60396,796,0.0,0.0071220663,6
82,1,60624,228,0.0,0.0014402466,6
83,1,60828,204,0.0,0.0009273465,6
84,1,61152,324,0.0,0.00043567663,6
85,1,61596,444,0.0,0.00018595305,6
86,1,62928,1332,0.0,8.8608685e-05,6
87,1,63900,972,0.0,4.0313073e-05,6
88,1,64080,180,0.0,7.124141e-05,6
89,1,65524,1444,0.0,7.437905e-05,6
90,1,65872,348,0.0,0.00016230033,6
91,1,66344,472,0.0,0.00015521249,6
92,1,67172,828,0.0,8.784435e-05,6
93,1,67804,632,0.0,6.1293074e-05,6
94,1,68172,368,0.0,5.164896e-05,6
95,1,68428,256,0.0,3.3660548e-05,6
96,1,68792,364,0.0,0.00023414698,6
97,1,69588,796,0.0,0.0010957557,6
98,1,70424,836,0.0,0.0007414105,6
99,1,72156,1732,0.0,0.0007612849,6
100,1,73044,888,0.0,0.00060545997,6
101,1,73880,836,0.0,0.00064214796,6
102,1,74736,856,0.0,0.001072528,6
103,1,75580,844,0.0,0.004981804,6
104,1,76408,828,0.0,0.0212419,6
105,1,77228,820,0.0,0.47225186,6
106,1,78048,820,0.0,0.87322706,6
107,1,78868,820,0.0,0.9554317,6
108,1,79716,848,0.0,0.9678239,6
109,1,80584,868,0.0,0.89393085,6
110,1,81268,684,0.0,0.701459,6
111,1,82088,820,0.0,0.9493229,6
112,1,82908,820,0.0,0.95655376,6
113,1,83732,824,0.0,0.06990396,6
114,1,84428,696,0.0,0.001845086,6
115,1,84556,128,0.0,0.0003874492,6
116,1,85348,792,0.0,0.0024511514,6
117,1,86148,800,0.0,0.00080071174,6
118,1,86936,788,0.0,0.0011534953,6
119,1,87712,776,0.0,0.00691887,6
120,1,88508,796,0.0,0.004126331,6
121,1,89356,848,0.0,0.0012071524,6
122,1,90176,820,0.0,0.0006925351,6
123,1,91024,848,0.0,0.0017852043,6
124,1,91892,868,0.0,0.0035598725,6
125,1,92776,884,0.0,0.016419934,6
126,1,93632,856,0.0,0.024667133,6
127,1,94520,888,0.0,0.023925945,6
128,1,95424,904,0.0,0.013730732,6
129,1,96308,884,0.0,0.008157672,6
130,1,97176,868,0.0,0.020574931,6
131,1,98052,876,0.0,0.021069115,6
132,1,98932,880,0.0,0.013770152,6
133,1,99788,856,0.0,0.008107009,6
134,1,100660,872,0.0,0.003217657,6
135,1,101556,896,0.0,0.0005051276,6
136,1,102456,900,0.0,0.0001707415,6
137,1,103324,868,0.0,0.00031573084,6
138,1,104168,844,0.0,0.00033874536,6
139,1,105020,852,0.0,0.00017277407,6
140,1,105892,872,0.0,0.00036824666,6
141,1,106712,820,0.0,0.0006269033,6
142,1,107500,788,0.0,0.0010659173,6
143,1,108340,840,0.0,0.0022218397,6
144,1,109112,772,0.0,0.013026497,6
145,1,109964,852,0.0,0.0025405914,6
146,1,110816,852,0.0,0.00053372135,6
147,1,111672,856,0.0,7.4787655e-05,6
148,1,112536,864,0.0,5.1889827e-05,6
149,1,113368,832,0.0,5.9482e-05,6
150,1,114188,820,0.0,7.357555e-05,6
151,1,114984,796,0.0,0.00022973855,6
152,1,115788,804,0.0,0.0008446613,6
153,1,116596,808,0.0,0.011037384,6
154,1,117412,816,0.0,0.011417057,6
155,1,118244,832,0.0,0.018528944,6
156,1,119088,844,0.0,0.045829043,6
157,1,119944,856,0.0,0.08575938,6
158,1,120768,824,0.0,0.017477414,6
159,1,121640,872,0.0,0.010621513,6
160,1,122504,864,0.0,0.009719508,6
161,1,123380,876,0.0,0.0071990686,6
162,1,124220,840,0.0,0.01882621,6
