time,x,y
0,652,0
648,648,0
1296,648,0
1940,644,0
2596,656,0
3300,704,0
3888,588,0
5184,1296,0
5828,644,0
6468,640,0
7108,640,0
7756,648,0
8396,640,0
9032,636,0
9672,640,0
10316,644,0
10956,640,0
11596,640,0
12296,700,0
12888,592,0
14168,1280,0
14812,644,0
15456,644,0
16092,636,0
16728,636,0
17368,640,0
18000,632,0
18632,632,0
19272,640,0
19908,636,0
21248,1340,0
21836,588,0
22464,628,1
23108,644,1
23748,640,1
24436,688,1
25016,580,1
25652,636,1
26280,628,1
26908,628,0
28172,1264,0
28800,628,0
29436,636,0
30072,636,0
30704,632,0
31336,632,0
31968,632,0
32600,632,0
33236,636,0
33868,632,0
34500,632,0
35136,636,0
35772,636,0
36404,632,0
37032,628,0
38296,1264,0
38932,636,0
39620,688,0
40204,584,0
40836,632,0
41472,636,0
42104,632,1
42740,636,1
43376,636,1
44064,688,1
44640,576,1
45276,636,1
45916,640,1
47184,1268,0
47824,640,0
48460,636,0
49096,636,0
49732,636,0
50376,644,0
51012,636,0
51708,696,0
52292,584,0
52936,644,0
53624,688,0
54208,584,1
54848,640,1
55492,644,1
56120,628,1
56816,696,1
57400,584,1
58040,640,1
58676,636,1
59312,636,1
59956,644,1
60596,640,0
61232,636,0
61876,644,0
62516,640,0
63152,636,0
63792,640,0
64428,636,0
65064,636,0
65704,640,0
66344,640,0
66984,640,0
67680,696,0
68324,644,0
68908,584,0
69544,636,0
70188,644,0
70832,644,0
71536,704,0
72176,640,0
72768,592,0
73420,652,0
74124,704,0
74716,592,0
75352,636,0
75996,644,0
76636,640,0
77268,632,0
77600,332,0
77908,308,0
78544,636,0
79180,636,0
79820,640,0
80456,636,0
80800,344,0
81148,348,0
81788,640,0
82432,644,0
83012,580,0
83276,264,0
83664,388,0
84304,640,0
84952,648,0
85656,704,0
85788,132,0
86240,452,0
86548,308,0
86896,348,0
87544,648,0
87912,368,0
88184,272,0
88832,648,0
89480,648,0
89672,192,0
90120,448,0
90768,648,0
91416,648,0
92704,1288,0
93348,644,0
93488,140,0
93644,156,0
93996,352,0
94636,640,0
95280,644,0
95928,648,0
96564,636,0
97216,652,0
97860,644,0
98504,644,0
99152,648,0
99792,640,0
100444,652,0
101088,644,0
101728,640,0
102372,644,0
103016,644,0
103656,640,0
104296,640,0
104996,700,0
105572,576,0
105840,268,0
106216,376,0
106844,628,0
107476,632,0
108112,636,0
108748,636,0
109384,636,0
110016,632,0
110660,644,0
110892,232,0
111124,232,0
111360,236,0
111940,580,0
112572,632,0
113212,640,0
113852,640,0
114492,640,0
115136,644,0
115784,648,0
116424,640,0
117068,644,0
117712,644,0
118360,648,0
119000,640,0
119648,648,0
120292,644,0
120936,644,0
121576,640,0
122220,644,0
122864,644,0
123504,640,0
124148,644,0
124788,640,1
125428,640,1
126068,640,1
126704,636,1
127344,640,1
127980,636,1
128680,700,1
129264,584,1
129908,644,1
130556,648,1
131188,632,1
131828,640,0
132468,640,0
133112,644,0
133748,636,0
134388,640,0
135028,640,0
