time,x
0,664
556,556
1156,600
1760,604
2368,608
2980,612
3580,600
4188,608
4808,620
5480,672
6024,544
6640,616
7308,668
7864,556
8480,616
9092,612
9700,608
10304,604
10960,656
11568,608
12116,548
12720,604
13328,608
13948,620
14568,620
15244,676
15876,632
16472,596
17136,664
17768,632
18972,1204
19584,612
20012,428
20804,792
21428,624
22032,604
22644,612
23244,600
24448,1204
25100,652
25696,596
26296,600
26848,552
27492,644
28096,604
28648,552
29296,648
29840,544
30436,596
31084,648
31676,592
33468,1792
34060,592
34604,544
35196,592
35792,596
36440,648
36988,548
37588,600
38236,648
38776,540
39424,648
39960,536
40608,648
41148,540
41736,588
42324,588
42916,592
43508,592
44096,588
44688,592
45284,596
45876,592
46472,596
47072,600
47668,596
48268,600
48924,656
49464,540
50068,604
50668,600
51316,648
51920,604
52476,556
53076,600
53676,600
54276,600
54880,604
55476,596
56076,600
56684,608
57288,604
57880,592
58484,604
59092,608
59696,604
60292,596
60892,600
61500,608
62100,600
62692,592
63292,600
63896,604
64500,604
65100,600
65692,592
66288,596
66888,600
67484,596
68072,588
68668,596
69264,596
69856,592
70456,600
70804,348
71052,248
71648,596
72248,600
72848,600
73444,596
74044,600
74636,592
75228,592
75892,664
