time,x
0,580
580,580
1156,576
1744,588
2324,580
2900,576
3480,580
4064,584
4644,580
5232,588
5816,584
6396,580
6984,588
7560,576
8140,580
8720,580
9296,576
9924,628
10452,528
11024,572
11604,580
12180,576
12756,576
13332,576
13908,576
14480,572
15048,568
15620,572
16192,572
16760,568
17332,572
17904,572
18472,568
19040,568
19612,572
20180,568
20756,576
21328,572
21896,568
22468,572
23044,576
23608,564
24176,568
24748,572
25316,568
25936,620
26460,524
27024,564
27596,572
28172,576
28744,572
29316,572
29940,624
30460,520
31028,568
31600,572
32168,568
32736,568
33308,572
33868,560
34440,572
35008,568
35572,564
36132,560
36700,568
37276,576
37844,568
38408,564
38988,580
39560,572
40132,572
40708,576
41280,572
41852,572
42420,568
42988,568
43556,568
44124,568
44692,568
45256,564
45824,568
46392,568
46956,564
47524,568
48092,568
48660,568
49224,564
49796,572
50364,568
50936,572
51512,576
52084,572
52660,576
53232,572
53800,568
54376,576
54948,572
55524,576
56100,576
56680,580
57256,576
57820,564
58396,576
58960,564
59528,568
60096,568
60668,572
61240,572
61808,568
62376,568
62992,616
63504,512
64076,572
64644,568
65212,568
65776,564
66348,572
66972,624
67500,528
68072,572
68644,572
69216,572
69780,564
70348,568
70968,620
71476,508
72044,568
72616,572
73180,564
73752,572
74324,572
74888,564
75468,580
76040,572
76608,568
77184,576
77756,572
78328,572
