time,x,y
0,580,0
580,580,0
1156,576,0
1744,588,0
2324,580,0
2900,576,0
3480,580,0
4064,584,0
4644,580,0
5232,588,0
5816,584,0
6396,580,0
6984,588,0
7560,576,1
8140,580,1
8720,580,1
9296,576,1
9924,628,1
10452,528,1
11024,572,1
11604,580,1
12180,576,1
12756,576,0
13332,576,0
13908,576,0
14480,572,0
15048,568,0
15620,572,0
16192,572,0
16760,568,0
17332,572,0
17904,572,0
18472,568,0
19040,568,0
19612,572,0
20180,568,0
20756,576,0
21328,572,0
21896,568,0
22468,572,1
23044,576,1
23608,564,1
24176,568,1
24748,572,1
25316,568,1
25936,620,1
26460,524,1
27024,564,1
27596,572,1
28172,576,1
28744,572,1
29316,572,1
29940,624,1
30460,520,1
31028,568,1
31600,572,1
32168,568,1
32736,568,1
33308,572,0
33868,560,0
34440,572,0
35008,568,0
35572,564,0
36132,560,0
36700,568,0
37276,576,0
37844,568,0
38408,564,0
38988,580,0
39560,572,0
40132,572,0
40708,576,0
41280,572,0
41852,572,0
42420,568,0
42988,568,0
43556,568,0
44124,568,0
44692,568,0
45256,564,0
45824,568,0
46392,568,0
46956,564,0
47524,568,0
48092,568,0
48660,568,0
49224,564,0
49796,572,0
50364,568,0
50936,572,0
51512,576,0
52084,572,0
52660,576,0
53232,572,0
53800,568,0
54376,576,0
54948,572,0
55524,576,0
56100,576,0
56680,580,0
57256,576,0
57820,564,0
58396,576,0
58960,564,0
59528,568,0
60096,568,0
60668,572,1
61240,572,1
61808,568,1
62376,568,1
62992,616,1
63504,512,1
64076,572,1
64644,568,1
65212,568,1
65776,564,1
66348,572,1
66972,624,1
67500,528,1
68072,572,1
68644,572,1
69216,572,1
69780,564,1
70348,568,1
70968,620,1
71476,508,1
72044,568,1
72616,572,1
73180,564,1
73752,572,0
74324,572,0
74888,564,0
75468,580,0
76040,572,0
76608,568,0
77184,576,0
77756,572,0
78328,572,0
