time,x,y
0,580,0
576,576,0
1152,576,0
1728,576,1
2304,576,1
2876,572,1
3508,632,1
4028,520,1
4600,572,1
5176,576,1
5752,576,1
6380,628,0
6904,524,0
7532,628,0
8056,524,0
8688,632,0
9212,524,0
9792,580,0
10368,576,0
10948,580,0
11524,576,0
12104,580,0
12684,580,0
13316,632,0
13892,576,0
14424,532,0
15052,628,0
15576,524,0
16212,636,0
16752,540,0
17384,632,0
17912,528,0
18544,632,0
19124,580,0
19648,524,0
20224,576,0
20852,628,0
21380,528,0
21956,576,0
22536,580,0
23172,636,0
23756,584,0
24336,580,0
24916,580,0
25444,528,0
26084,640,0
26616,532,0
27200,584,0
27840,640,0
28376,536,0
28960,584,0
29552,592,0
30136,584,0
30772,636,0
31356,584,0
31948,592,0
32528,580,0
33108,580,0
33636,528,0
34216,580,0
34848,632,0
35372,524,0
35956,584,0
36540,584,0
37124,584,0
37704,580,0
38288,584,0
38872,584,0
39452,580,1
40040,588,1
40628,588,1
41212,584,1
41844,632,1
42376,532,1
42964,588,1
43544,580,1
44124,580,1
44704,580,1
45284,580,0
45860,576,0
46440,580,0
47012,572,0
47592,580,0
48168,576,0
48796,628,0
49320,524,0
49900,580,0
50528,628,0
51104,576,0
51628,524,0
52208,580,0
52780,572,1
53352,572,1
53928,576,1
54556,628,1
55084,528,1
55660,576,1
56292,632,1
56824,532,0
57404,580,0
57984,580,0
58560,576,0
59196,636,0
59776,580,0
60356,580,0
60936,580,0
61460,524,0
62096,636,0
62624,528,0
63260,636,0
63788,528,0
64372,584,0
64952,580,0
65536,584,0
66120,584,0
66696,576,0
67276,580,0
67860,584,0
68440,580,0
69016,576,0
69596,580,0
70180,584,0
70764,584,0
71352,588,0
71940,588,0
72528,588,0
73168,640,0
73752,584,0
74288,536,0
74872,584,0
75456,584,1
76044,588,1
76624,580,1
77260,636,1
77784,524,1
78368,584,1
78948,580,1
79580,632,0
80112,532,0
80748,636,0
81272,524,0
81852,580,1
82440,588,1
83020,580,1
83604,584,1
84240,636,1
84772,532,1
85356,584,1
85944,588,1
86580,636,0
87116,536,0
87700,584,0
88284,584,0
88864,580,0
89448,584,0
90028,580,0
90612,584,0
91192,580,0
91776,584,0
92356,580,0
92940,584,0
93572,632,0
94104,532,0
94736,632,0
95264,528,0
95844,580,0
96476,632,0
97008,532,0
97588,580,0
98220,632,0
