time,x
0,584
588,588
1172,584
1748,576
2324,576
2904,580
3488,584
4080,592
4716,636
5244,528
5820,576
6404,584
6984,580
7576,592
8208,632
8732,524
9312,580
9888,576
10468,580
11044,576
11620,576
12196,576
12828,632
13356,528
13932,576
14516,584
15100,584
15684,584
16272,588
16864,592
17460,596
18052,592
18636,584
19224,588
19812,588
20452,640
20996,544
21580,584
22216,636
22744,528
23328,584
23908,580
24484,576
25064,580
25696,632
26216,520
26796,580
27380,584
27960,580
28544,584
29184,640
29720,536
30308,588
30956,648
31492,536
32088,596
32684,596
33280,596
33872,592
34464,592
35060,596
35656,596
36248,592
36840,592
37436,596
38032,596
38676,644
39216,540
39808,592
40404,596
41000,596
41588,588
42184,596
42780,596
