time,x,y
0,656,0
656,656,0
1316,660,0
1976,660,0
2632,656,0
3284,652,0
3932,648,0
4584,652,1
5236,652,1
5880,644,1
6524,644,1
7172,648,1
7864,692,1
8456,592,1
9096,640,1
9740,644,1
10380,640,1
11028,648,1
11676,648,0
12320,644,0
12968,648,0
13620,652,0
14272,652,0
14924,652,0
15572,648,0
16224,652,0
16872,648,0
17520,648,0
18168,648,0
19460,1292,0
20100,640,0
20752,652,0
21396,644,0
22040,644,0
22688,648,1
23332,644,1
23976,644,1
24680,704,1
25268,588,1
25916,648,1
26564,648,1
27212,648,0
27864,652,0
28516,652,0
29172,656,0
29876,704,0
30468,592,0
31176,708,0
31772,596,0
32416,644,0
33068,652,0
33712,644,0
34356,644,0
35000,644,0
35644,644,0
36284,640,0
36924,640,0
37568,644,0
38216,648,0
38920,704,0
39508,588,0
40160,652,0
41456,1296,0
42112,656,0
42764,652,0
43420,656,0
44068,648,0
44728,660,0
45376,648,0
46032,656,0
46680,648,0
47344,664,0
47996,652,0
48648,652,0
49304,656,0
49960,656,0
50616,656,0
51268,652,0
51928,660,1
52592,664,1
53252,660,1
53904,652,1
54624,720,1
55232,608,1
55888,656,1
56548,660,1
57212,664,0
57876,664,0
58528,652,0
59192,664,0
59908,716,0
60512,604,0
61172,660,0
62496,1324,0
63160,664,0
64484,1324,0
65140,656,0
65800,660,0
66452,652,0
67108,656,0
67764,656,0
68420,656,0
69080,660,0
69732,652,0
70392,660,0
71112,720,0
71708,596,0
72368,660,0
73084,716,0
73688,604,0
74348,660,0
75004,656,0
75668,664,0
76332,664,0
76988,656,0
77644,656,0
78300,656,0
78956,656,0
79604,648,0
80256,652,0
80916,660,0
81572,656,0
82224,652,0
82884,660,0
83592,708,0
84184,592,0
84900,716,0
85556,656,0
86156,600,0
86812,656,0
87464,652,0
88120,656,0
88780,660,0
89432,652,0
90088,656,0
90744,656,0
91404,660,0
92056,652,0
92716,660,0
93368,652,0
94028,660,0
94680,652,0
95332,652,0
95992,660,0
96652,660,0
97308,656,0
97960,652,0
98616,656,0
99276,660,0
99936,660,0
100588,652,1
101244,656,1
101900,656,1
102548,648,1
103200,652,1
103912,712,1
104512,600,1
105164,652,1
105820,656,1
106476,656,1
107136,660,1
107792,656,1
108444,652,1
109112,668,0
109772,660,0
110428,656,0
111092,664,0
111752,660,0
112412,660,0
113072,660,0
113724,652,0
114376,652,0
115036,660,0
115696,660,0
116356,660,0
117012,656,0
117672,660,0
118336,664,0
118996,660,0
119656,660,0
120316,660,0
120980,664,0
121640,660,0
122300,660,0
122964,664,0
123624,660,0
124280,656,0
124944,664,0
125616,672,0
126288,672,0
126956,668,0
127624,668,0
128292,668,0
128952,660,0
129616,664,0
130280,664,0
130944,664,0
131596,652,0
132256,660,0
132972,716,0
133576,604,0
134232,656,0
134952,720,0
135560,608,0
136224,664,0
136952,728,0
137560,608,0
138224,664,0
138948,724,0
139556,608,0
