time,x,y
0,712,0
608,608,0
1264,656,0
1920,656,0
2584,664,0
3248,664,1
3904,656,1
4584,680,1
5268,684,1
5996,728,1
6632,636,1
7304,672,1
7988,684,1
8676,688,1
9348,672,0
10044,696,0
10716,672,0
12768,2052,0
13456,688,0
14132,676,0
14832,700,1
15536,704,1
16224,688,1
16976,752,1
17632,656,1
18320,688,1
19008,688,1
19696,688,1
20380,684,1
21064,684,1
21748,684,1
22440,692,1
23172,732,1
23800,628,1
24476,676,1
25152,676,1
25844,692,1
26520,676,1
27208,688,1
27944,736,1
28588,644,1
29276,688,1
29968,692,1
30720,752,0
31352,632,1
32060,708,1
32748,688,1
33432,684,1
34168,736,1
34788,620,1
35472,684,1
36152,680,1
36828,676,0
37504,676,0
38068,564,0
38912,844,0
39536,624,0
40200,664,0
40876,676,0
41544,668,0
42220,676,0
42900,680,0
43564,664,0
44252,688,0
44932,680,0
45616,684,0
46292,676,0
46968,676,0
47648,680,0
48316,668,0
48992,676,0
49664,672,0
50384,720,0
50812,428,0
51664,852,0
52380,716,0
52996,616,0
53652,656,0
54328,676,0
55688,1360,0
56368,680,0
57044,676,0
57724,680,0
58404,680,0
59080,676,0
59760,680,0
60432,672,0
61788,1356,0
62460,672,0
63196,736,0
63876,680,0
64500,624,0
65180,680,0
65852,672,0
66524,672,0
67188,664,0
67856,668,0
68516,660,0
69176,660,0
69844,668,0
70516,672,0
