time,x,y
0,584,0
588,588,0
1172,584,0
1752,580,0
2344,592,0
2932,588,0
3520,588,0
4116,596,0
4716,600,0
5316,600,1
5912,596,1
6512,600,1
7112,600,1
7708,596,1
8352,644,1
8896,544,1
9484,588,1
10076,592,1
10664,588,1
11248,584,1
11840,592,0
12240,400,0
12440,200,0
13036,596,0
13628,592,0
14232,604,0
14824,592,0
15416,592,0
16016,600,0
16612,596,0
17204,592,0
17812,608,0
18404,592,0
19000,596,0
19592,592,0
20184,592,0
20772,588,0
21364,592,0
21964,600,0
22556,592,0
23152,596,0
23748,596,0
24340,592,1
24928,588,1
25520,592,1
26108,588,1
26696,588,1
27340,644,1
27876,536,1
28464,588,1
29060,596,1
29652,592,0
30244,592,0
30832,588,0
31352,520,0
32012,660,0
32648,636,0
33188,540,0
33768,580,0
34368,600,0
35556,1188,0
36152,596,0
36748,596,0
37344,596,0
37932,588,0
38532,600,0
39128,596,0
39772,644,0
40368,596,0
40912,544,0
41496,584,0
42088,592,0
42676,588,0
43848,1172,0
44432,584,0
45016,584,0
45596,580,0
46136,540,0
46748,612,0
47372,624,0
47892,520,0
48460,568,0
49040,580,0
49632,592,0
50224,592,0
50832,608,0
51440,608,0
52056,616,0
52668,612,0
53888,1220,0
54488,600,0
55264,776,0
55708,444,0
56356,648,0
56904,548,0
57500,596,0
58088,588,0
58680,592,0
59880,1200,0
60480,600,0
61004,524,0
61704,700,0
62360,656,0
62912,552,0
63516,604,0
64120,604,0
64724,604,0
65344,620,0
65956,612,0
67196,1240,0
67804,608,1
68424,620,1
69092,668,1
69652,560,1
70268,616,1
70884,616,1
71492,608,0
72100,608,0
72764,664,0
73368,604,0
73920,552,0
74576,656,0
75136,560,0
75736,600,0
76392,656,0
76948,556,0
77548,600,0
78156,608,0
78760,604,0
79360,600,0
79960,600,0
80552,592,1
81148,596,1
81740,592,1
82392,652,1
82956,564,1
83564,608,1
84176,612,1
84784,608,1
85392,608,1
86056,664,1
86612,556,1
87212,600,1
87816,604,1
88416,600,0
89008,592,0
89600,592,0
90204,604,0
90796,592,0
91388,592,0
92032,644,0
