time,x
0,584
588,588
1172,584
1752,580
2344,592
2932,588
3520,588
4116,596
4716,600
5316,600
5912,596
6512,600
7112,600
7708,596
8352,644
8896,544
9484,588
10076,592
10664,588
11248,584
11840,592
12240,400
12440,200
13036,596
13628,592
14232,604
14824,592
15416,592
16016,600
16612,596
17204,592
17812,608
18404,592
19000,596
19592,592
20184,592
20772,588
21364,592
21964,600
22556,592
23152,596
23748,596
24340,592
24928,588
25520,592
26108,588
26696,588
27340,644
27876,536
28464,588
29060,596
29652,592
30244,592
30832,588
31352,520
32012,660
32648,636
33188,540
33768,580
34368,600
35556,1188
36152,596
36748,596
37344,596
37932,588
38532,600
39128,596
39772,644
40368,596
40912,544
41496,584
42088,592
42676,588
43848,1172
44432,584
45016,584
45596,580
46136,540
46748,612
47372,624
47892,520
48460,568
49040,580
49632,592
50224,592
50832,608
51440,608
52056,616
52668,612
53888,1220
54488,600
55264,776
55708,444
56356,648
56904,548
57500,596
58088,588
58680,592
59880,1200
60480,600
61004,524
61704,700
62360,656
62912,552
63516,604
64120,604
64724,604
65344,620
65956,612
67196,1240
67804,608
68424,620
69092,668
69652,560
70268,616
70884,616
71492,608
72100,608
72764,664
73368,604
73920,552
74576,656
75136,560
75736,600
76392,656
76948,556
77548,600
78156,608
78760,604
79360,600
79960,600
80552,592
81148,596
81740,592
82392,652
82956,564
83564,608
84176,612
84784,608
85392,608
86056,664
86612,556
87212,600
87816,604
88416,600
89008,592
89600,592
90204,604
90796,592
91388,592
92032,644
