time,x,y
0,776,0
812,812,0
1524,712,0
2276,752,0
3032,756,0
3764,732,0
4480,716,0
5188,708,0
5932,744,0
6700,768,0
7372,672,0
8160,788,0
8856,696,0
9592,736,0
10336,744,0
11088,752,0
11824,736,0
12600,776,1
13364,764,1
14180,816,1
14900,720,1
15676,776,1
16456,780,1
17280,824,1
18000,720,1
18764,764,1
19560,796,1
20344,784,1
21172,828,1
21900,728,1
22680,780,1
23468,788,1
24256,788,0
25056,800,0
25828,772,0
26644,816,0
27452,808,0
28260,808,0
29044,784,0
29836,792,0
30660,824,0
31420,760,0
32172,752,0
32888,716,0
33648,760,0
34384,736,0
35156,772,0
35936,780,0
36732,796,0
37500,768,0
38300,800,0
39104,804,0
39900,796,0
40688,788,0
41496,808,0
42296,800,0
43084,788,0
43880,796,1
44676,796,1
45464,788,1
46256,792,1
47048,792,1
47892,844,1
48628,736,1
49396,768,1
50184,788,1
50960,776,1
51720,760,0
52500,780,0
53276,776,0
54044,768,0
54816,772,0
55596,780,0
56372,776,0
57120,748,0
