time,x
0,1820
676,676
1244,568
1868,624
2500,632
3124,624
3748,624
4376,628
5008,632
5688,680
6884,1196
7564,680
8144,580
8828,684
9408,580
10044,636
10672,628
11308,636
12636,1328
13216,580
13852,636
14492,640
15128,636
15764,636
16396,632
17036,640
17664,628
18296,632
18932,636
19624,692
20200,576
20832,632
21468,636
22160,692
22732,572
23368,636
24008,640
24640,632
25272,632
25908,636
27176,1268
27808,632
28444,636
29084,640
29720,636
30356,636
31008,652
31652,644
32292,640
32936,644
33592,656
34240,648
34876,636
35516,640
36808,1292
37504,696
38084,580
38776,692
39360,584
40056,696
40636,580
41280,644
41920,640
42556,636
43196,640
43836,640
44484,648
45128,644
45764,636
46412,648
47052,640
47692,640
48332,640
49612,1280
50252,640
50896,644
51544,648
52240,696
52880,640
53468,588
54108,640
54804,696
55388,584
56028,640
56668,640
57304,636
57948,644
58580,632
59212,632
59848,636
60540,692
61120,580
61752,632
62388,636
63028,640
63660,632
64292,632
64932,640
65560,628
66188,628
66820,632
68084,1264
68712,628
69344,632
70604,1260
71232,628
71860,628
72488,628
73116,628
73736,620
74368,632
75052,684
75620,568
76248,628
76880,632
77512,632
78140,628
78768,628
79400,632
80084,684
80656,572
81284,628
81916,632
82548,632
83176,628
83804,628
84428,624
85060,632
