time,x
0,260
220,220
584,364
824,240
960,136
1280,320
1564,284
1864,300
2064,200
2304,240
2464,160
2664,200
2920,256
3180,260
3560,380
3840,280
3900,60
4140,240
4520,380
4640,120
5100,460
5180,80
5384,204
5844,460
6060,216
6120,60
6480,360
6664,184
7044,380
7184,140
7524,340
7844,320
8044,200
8304,260
8524,220
8804,280
9024,220
9184,160
9544,360
9804,260
9864,60
10304,440
10524,220
10604,80
11044,440
11204,160
11544,340
11604,60
11864,260
12064,200
12544,480
12564,20
13044,480
13164,120
13544,380
13664,120
13824,160
14044,220
14524,480
14544,20
14924,380
15204,280
15464,260
15604,140
15808,204
16044,236
16528,484
16548,20
16988,440
17168,180
17508,340
17768,260
17868,100
18048,180
18268,220
18528,260
18908,380
19048,140
19288,240
19528,240
19888,360
20048,160
20308,260
20528,220
20828,300
21048,220
21308,260
21588,280
21908,320
22108,200
22268,160
22568,300
22828,260
23048,220
23228,180
23528,300
23888,360
24108,220
24408,300
24568,160
24868,300
25108,240
25248,140
25592,344
25872,280
26108,236
26208,100
26552,344
26872,320
27112,240
27252,140
27652,400
27932,280
28112,180
28232,120
28592,360
28752,160
29112,360
29272,160
29512,240
29892,380
29932,40
30252,320
30612,360
30792,180
31052,260
31292,240
31492,200
31812,320
31952,140
32392,440
32632,240
32772,140
33072,300
33252,180
33632,380
33732,100
34076,344
34276,200
34576,300
34632,56
34892,260
35232,340
35612,380
35832,220
35892,60
36592,700
37052,460
37252,200
37872,620
38612,740
39252,640
39752,500
39972,220
40492,520
40716,224
40992,276
41056,64
41356,300
41696,340
41996,300
42056,60
42496,440
42756,260
42816,60
43076,260
43436,360
43576,140
43996,420
44176,180
44496,320
44556,60
44816,260
45056,240
45316,260
45676,360
45976,300
46176,200
46476,300
46636,160
46856,220
47056,200
47476,420
47596,120
47976,380
48056,80
48276,220
48656,380
48936,280
49076,140
49476,400
49660,184
49976,316
50056,80
50320,264
50476,156
50980,504
51076,96
51480,404
51720,240
51780,60
52060,280
52440,380
52500,60
52960,460
53080,120
53460,380
53540,80
53860,320
54060,200
54220,160
54560,340
54820,260
55060,240
55300,240
55460,160
55920,460
56060,140
56260,200
56640,380
56820,180
57060,240
57340,280
58040,700
58744,704
59064,320
59284,220
59584,300
60064,480
60184,120
60444,260
60844,400
61064,220
61204,140
61544,340
61904,360
62084,180
62264,180
62464,200
62904,440
62964,60
63244,280
63624,380
63664,40
64144,480
64304,160
64524,220
64724,200
65064,340
65164,100
65444,280
65688,244
66068,380
66168,100
66428,260
66788,360
67068,280
67148,80
67448,300
67788,340
68068,280
68148,80
68528,380
68788,260
69068,280
69188,120
69448,260
69608,160
69928,320
70068,140
70568,500
70612,44
70868,256
71268,400
71428,160
72008,580
72432,424
72712,280
72852,140
73352,500
73732,380
74052,320
74092,40
74432,340
74732,300
74792,60
75072,280
75432,360
75772,340
75932,160
76152,220
76412,260
76732,320
76792,60
77072,280
77516,444
78212,696
78416,204
78836,420
79076,240
79416,340
79556,140
79916,360
80076,160
80296,220
80556,260
80996,440
81076,80
81416,340
81656,240
81916,260
82076,160
82356,280
82536,180
82916,380
83776,860
84080,304
84460,380
84520,60
84840,320
85080,240
85400,320
85700,300
85860,160
86080,220
86400,320
86540,140
86900,360
87080,180
87240,160
87460,220
87700,240
88080,380
88660,580
88900,240
88980,80
89300,320
89984,684
90384,400
90684,300
91084,400
91424,340
91584,160
91904,320
92064,160
92384,320
92584,200
92764,180
93084,320
93164,80
93464,300
93764,300
94144,380
94164,20
94464,300
94844,380
95084,240
95164,80
95564,400
95884,320
95904,20
96324,420
96968,644
97384,416
97684,300
98088,404
98168,80
98384,216
98708,324
98928,220
99328,400
99388,60
99788,400
100088,300
100228,140
100488,260
100688,200
100888,200
101188,300
101368,180
101728,360
101868,140
102088,220
102568,480
102608,40
102928,320
103248,320
103368,120
103588,220
103972,384
104088,116
104368,280
104668,300
104868,200
105188,320
105308,120
106008,700
106692,684
107092,400
107372,280
107952,580
108072,120
108352,280
108772,420
109172,400
109452,280
109712,260
109932,220
110152,220
110432,280
110552,120
110852,300
111092,240
111352,260
111576,224
111852,276
112232,380
112932,700
113096,164
113616,520
113856,240
114096,240
114356,260
114856,500
114996,140
115356,360
115736,380
116096,360
116416,320
116436,20
116836,400
117096,260
117396,300
117460,64
117780,320
118416,636
118460,44
119096,636
119760,664
120100,340
120440,340
120840,400
121100,260
121840,740
122100,260
122180,80
122480,300
122840,360
123100,260
123200,100
123820,620
124320,500
124500,180
125104,604
125180,76
125824,644
126104,280
126324,220
126504,180
127104,600
127224,120
127824,600
128104,280
128504,400
128864,360
129104,240
129184,80
129844,660
130104,260
130528,424
131188,660
131908,720
132108,200
132528,420
133068,540
133248,180
133328,80
133608,280
133912,304
134108,196
134308,200
134548,240
134808,260
135228,420
135908,680
136108,200
136588,480
137268,680
137932,664
138292,360
138372,80
138612,240
138952,340
139112,160
139352,240
139652,300
139972,320
140112,140
140312,200
140652,340
140792,140
141376,584
141996,620
142716,720
142996,280
143116,120
143356,240
143516,160
143796,280
144036,240
144296,260
144716,420
145116,400
145416,300
146080,664
146760,680
147100,340
147440,340
147780,340
148120,340
148280,160
148640,360
148840,200
149120,280
149220,100
149520,300
150864,1344
151484,620
152884,1400
153104,220
153204,100
153504,300
153884,380
154104,220
154224,120
154864,640
155544,680
156108,564
156224,116
156848,624
157108,260
157568,460
157768,200
158108,340
158928,820
159108,180
159608,500
159652,44
160352,700
160392,40
160772,380
161012,240
161112,100
161632,520
162356,724
162976,620
163652,676
164116,464
164332,216
164996,664
165676,680
166116,440
166356,240
167056,700
167736,680
168200,464
168420,220
169100,680
169740,640
169840,100
170120,280
170460,340
170740,280
171740,1000
171840,100
172120,280
172504,384
172740,236
173224,484
173860,636
174124,264
174284,160
174524,240
175204,680
175864,660
176124,260
176544,420
177124,580
177204,80
177864,660
178124,260
178544,420
179128,584
179208,80
179888,680
180128,240
180228,100
180548,320
181128,580
181228,100
181892,664
182128,236
182568,440
183132,564
184132,1000
184192,60
184592,400
185132,540
185312,180
185932,620
186612,680
187276,664
187956,680
188196,240
188636,440
189316,680
189996,680
190136,140
190680,544
191140,460
191356,216
192020,664
192700,680
193100,400
193140,40
193420,280
193700,280
194040,340
194704,664
195124,420
195424,300
196044,620
197144,1100
197384,240
197804,420
198044,240
198088,44
198748,660
199368,620
200028,660
