time,x,y
0,584,0
580,580,0
1156,576,0
1744,588,0
2324,580,0
2900,576,0
3480,580,0
4060,580,0
4632,572,0
5208,576,0
5784,576,0
6360,576,0
6936,576,0
7516,580,0
8004,488,0
8672,668,0
9260,588,0
9900,640,0
10428,528,0
11016,588,0
11604,588,0
12188,584,0
12768,580,0
13348,580,0
13932,584,0
14516,584,0
15100,584,0
15692,592,0
16296,604,0
16892,596,0
17492,600,0
18096,604,0
18692,596,0
19296,604,0
19896,600,0
20488,592,0
21076,588,0
21664,588,0
22252,588,0
22832,580,0
23420,588,0
24004,584,0
24584,580,0
25168,584,0
25752,584,0
26332,580,0
26912,580,0
27496,584,0
28076,580,0
28652,576,0
29232,580,0
29824,592,0
30400,576,0
30992,592,0
31580,588,0
32168,588,0
32756,588,0
33348,592,1
33936,588,1
34528,592,1
35120,592,1
35700,580,1
36284,584,1
36916,632,1
37448,532,1
38028,580,1
38608,580,1
39184,576,1
39760,576,1
40332,572,0
40912,580,0
41496,584,0
42076,580,0
42656,580,0
43240,584,0
43824,584,0
44404,580,0
44992,588,0
45580,588,0
46164,584,0
46760,596,0
47352,592,1
47940,588,1
48536,596,1
49120,584,1
49708,588,1
50296,588,1
50932,636,1
51472,540,1
52060,588,1
52644,584,1
53232,588,1
53828,596,1
54416,588,1
55004,588,1
55604,600,1
56196,592,0
56792,596,0
57392,600,0
57984,592,0
58580,596,0
59172,592,0
59760,588,0
60352,592,0
60948,596,0
61536,588,1
62132,596,1
62724,592,1
63308,584,1
63944,636,1
64480,536,1
65068,588,1
65644,576,1
66228,584,1
66808,580,1
67388,580,0
67968,580,0
68548,580,0
69124,576,0
69704,580,0
70284,580,0
70860,576,0
71440,580,0
72020,580,0
72600,580,0
73176,576,0
73760,584,0
74340,580,0
74932,592,0
75516,584,0
76100,584,0
76688,588,0
77272,584,0
77860,588,0
78444,584,0
79032,588,0
79620,588,0
80200,580,0
80784,584,0
81368,584,0
82572,1204,0
83176,604,0
83768,592,0
84356,588,0
84932,576,0
85504,572,0
86072,568,0
86636,564,0
87196,560,0
87760,564,0
88320,560,0
88872,552,0
89440,568,0
90000,560,0
90560,560,0
91128,568,0
91692,564,0
92256,564,0
92832,576,0
93400,568,0
93964,564,0
94540,576,0
95112,572,0
95680,568,0
96256,576,0
96828,572,0
97396,568,0
97968,572,0
98540,572,0
99108,568,0
99672,564,0
100240,568,1
100800,560,1
101368,568,1
101932,564,1
102540,608,1
103060,520,1
103624,564,1
104192,568,1
104752,560,1
105324,572,1
105888,564,1
106460,572,0
107028,568,0
107608,580,0
108176,568,0
108748,572,0
