time,x
0,528
576,576
1160,584
1560,400
2280,720
2908,628
3496,588
4120,624
4660,540
5248,588
5324,76
5828,504
6044,216
6416,372
7000,584
7588,588
8172,584
8756,584
9388,632
9916,528
10496,580
11024,528
11652,628
12232,580
12812,580
13388,576
13968,580
14552,584
15124,572
15704,580
16292,588
16916,624
17448,532
18080,632
18604,524
19196,592
19784,588
20368,584
20944,576
21524,580
22108,584
22684,576
23268,584
23856,588
24440,584
25028,588
25604,576
26184,580
26780,596
27412,632
27948,536
28528,580
29112,584
29692,580
30268,576
30896,628
31420,524
31996,576
32576,580
33152,576
33732,580
34304,572
34888,584
35472,584
36048,576
36632,584
37212,580
37796,584
38372,576
38956,584
39540,584
40120,580
40696,576
41324,628
41864,540
42444,580
43028,584
43616,588
44204,588
44788,584
45428,640
45960,532
46540,580
47120,580
47704,584
48284,580
48868,584
49452,584
50036,584
50616,580
51196,580
51828,632
52408,580
52936,528
53508,572
54088,580
54668,580
