time,x,y
0,528,0
576,576,0
1160,584,0
1560,400,0
2280,720,0
2908,628,0
3496,588,0
4120,624,0
4660,540,0
5248,588,0
5324,76,0
5828,504,0
6044,216,0
6416,372,0
7000,584,0
7588,588,0
8172,584,0
8756,584,0
9388,632,0
9916,528,0
10496,580,0
11024,528,0
11652,628,0
12232,580,0
12812,580,0
13388,576,0
13968,580,0
14552,584,0
15124,572,0
15704,580,0
16292,588,0
16916,624,0
17448,532,0
18080,632,0
18604,524,0
19196,592,0
19784,588,0
20368,584,0
20944,576,0
21524,580,0
22108,584,0
22684,576,0
23268,584,0
23856,588,0
24440,584,1
25028,588,1
25604,576,1
26184,580,1
26780,596,1
27412,632,1
27948,536,1
28528,580,1
29112,584,1
29692,580,1
30268,576,1
30896,628,1
31420,524,1
31996,576,1
32576,580,1
33152,576,1
33732,580,0
34304,572,0
34888,584,0
35472,584,0
36048,576,0
36632,584,0
37212,580,0
37796,584,0
38372,576,0
38956,584,1
39540,584,1
40120,580,1
40696,576,1
41324,628,1
41864,540,1
42444,580,1
43028,584,1
43616,588,1
44204,588,1
44788,584,1
45428,640,1
45960,532,1
46540,580,1
47120,580,1
47704,584,0
48284,580,0
48868,584,0
49452,584,0
50036,584,0
50616,580,0
51196,580,0
51828,632,0
52408,580,0
52936,528,0
53508,572,0
54088,580,0
54668,580,0
