time,x
0,644
636,636
1276,640
1912,636
2564,652
3208,644
3852,644
4496,644
5140,644
5792,652
6432,640
7084,652
7728,644
8372,644
9016,644
9660,644
10300,640
11572,1272
12208,636
12844,636
13472,628
14744,1272
15380,636
16012,632
16648,636
16920,272
17276,356
17908,632
18532,624
18920,388
19160,240
19788,628
19916,128
20412,496
21032,620
21652,620
22276,624
22896,620
23512,616
24136,624
24764,628
25384,620
26004,620
26628,624
27256,628
27880,624
28500,620
29124,624
29752,628
30376,624
31040,664
31624,584
32252,628
32876,624
33500,624
34132,632
34764,632
35392,628
36020,628
36652,632
37284,632
37916,632
38536,620
39168,632
39800,632
40436,636
41068,632
41712,644
42348,636
43632,1284
44284,652
44928,644
45568,640
46208,640
46856,648
47500,644
48140,640
48780,640
49428,648
50068,640
50712,644
50936,224
51356,420
52640,1284
53284,644
53932,648
54568,636
55204,636
55844,640
56484,640
56936,452
57112,176
57744,632
58380,636
59016,636
59648,632
60288,640
60924,636
61564,640
62200,636
62840,640
63476,636
64124,648
64764,640
65408,644
66048,640
66704,656
67348,644
68040,692
68636,596
69288,652
69932,644
70572,640
70952,380
71212,260
71860,648
73124,1264
73752,628
73952,200
74384,432
75016,632
75644,628
75952,308
76268,316
76948,680
77540,592
77948,408
78176,228
78812,636
78948,136
79448,500
80084,636
80716,632
81344,628
82604,1260
83228,624
83856,628
84480,624
84948,468
85100,152
85720,620
86340,620
86952,612
87568,616
88176,608
88796,620
89412,616
90024,612
90632,608
91252,620
91872,620
92488,616
93100,612
93720,620
94348,628
94968,620
95588,620
96204,616
96824,620
98056,1232
98676,620
99300,624
99912,612
100536,624
101152,616
101780,628
102404,624
103076,672
103652,576
104284,632
104964,680
105548,584
106180,632
106804,624
108052,1248
108688,636
109312,624
109940,628
110564,624
111188,624
111820,632
112444,624
113072,628
113700,628
114332,632
114960,628
115588,628
116208,620
116832,624
117452,620
118076,624
118700,624
119324,624
119944,620
120568,624
121192,624
121820,628
122448,628
123072,624
123712,640
124340,628
124972,632
125608,636
126244,636
126868,624
127508,640
128144,636
128780,636
129412,632
130048,636
130684,636
131328,644
131964,636
132596,632
133224,628
133860,636
134484,624
134888,404
135684,796
136320,636
136944,624
137560,616
138172,612
138788,616
139400,612
140624,1224
141244,620
141864,620
142480,616
143100,620
143724,624
144352,628
144976,624
145596,620
146220,624
146836,616
147456,620
148068,612
148684,616
149300,616
149912,612
150516,604
151132,616
151752,620
152364,612
152980,616
153592,612
154208,616
154820,612
155436,616
156092,656
156660,568
157268,608
157876,608
158488,612
159104,616
159716,612
160380,664
160948,568
161576,628
162196,620
163440,1244
164068,628
164688,620
165936,1248
166560,624
167180,620
168424,1244
169104,680
169676,572
170348,672
170924,576
171556,632
172180,624
172808,628
173436,628
174068,632
174688,620
175312,624
175928,616
176552,624
177176,624
177796,620
178416,620
179664,1248
180284,620
180908,624
181528,620
182156,628
182776,620
183400,624
184656,1256
185332,676
185900,568
186520,620
187152,632
187772,620
188392,620
189012,620
189636,624
190256,620
190880,624
191496,616
192124,628
192744,620
193368,624
193996,628
194624,628
195252,628
195880,628
196508,628
197148,640
197776,628
198012,236
198408,396
199676,1268
200304,628
200940,636
201568,628
202208,640
202836,628
203472,636
204108,636
205372,1264
206004,632
206628,624
207256,628
207880,624
208512,632
209136,624
209764,628
210388,624
211016,628
211648,632
212276,628
212904,628
213536,632
214180,644
214808,628
215440,632
216128,688
216720,592
217364,644
217996,632
218636,640
219264,628
219908,644
220536,628
221168,632
221792,624
222440,648
224336,1896
224956,620
225596,640
226844,1248
227468,624
228136,668
228756,620
229336,580
229964,628
230584,620
231872,1288
232512,640
233156,644
233824,668
234488,664
235148,660
235804,656
236460,656
237112,652
237756,644
238408,652
239740,1332
240328,588
240964,636
241608,644
242244,636
242896,652
243532,636
244184,652
244832,648
245476,644
246120,644
246760,640
247396,636
248036,640
248672,636
249304,632
249944,640
250580,636
251220,640
251860,640
252500,640
253136,636
253768,632
254412,644
255048,636
255692,644
256332,640
256972,640
257612,640
258268,656
258908,640
259556,648
260192,636
260832,640
261480,648
262116,636
262756,640
263392,636
264032,640
264664,632
265288,624
265924,636
266548,624
267172,624
267800,628
268424,624
269052,628
269680,628
270288,608
270912,624
271532,620
272156,624
272776,620
273404,628
274032,628
274660,628
275284,624
