time,x
0,636
636,636
1272,636
1908,636
2540,632
3168,628
3804,636
4440,636
5080,640
5764,684
6348,584
6984,636
7616,632
8248,632
8880,632
9560,680
10132,572
10760,628
11436,676
12064,628
12648,584
13284,636
13920,636
14560,640
15204,644
15844,640
16488,644
17132,644
17780,648
18432,652
19076,644
19776,700
20376,600
21028,652
21672,644
22368,696
22956,588
23592,636
24224,632
24848,624
25520,672
26092,572
26756,664
27372,616
27952,580
28580,628
29208,628
29840,632
30472,632
31108,636
31740,632
32384,644
33028,644
33672,644
34324,652
34976,652
35640,664
36300,660
36964,664
37628,664
38336,708
38944,608
39652,708
40308,656
40964,656
41576,612
42240,664
42900,660
43568,668
44236,668
44904,668
45568,664
46232,664
46892,660
47552,660
48216,664
48880,664
49540,660
50200,660
50860,660
51520,660
52172,652
52828,656
53476,648
54128,652
54780,652
55436,656
56088,652
56788,700
57396,608
58048,652
58696,648
59356,660
60012,656
60668,656
61324,656
61984,660
62640,656
63296,656
63956,660
64612,656
65268,656
65920,652
66576,656
67228,652
67872,644
68524,652
69168,644
69812,644
70460,648
71104,644
71788,684
72372,584
73008,636
73644,636
74276,632
74916,640
75556,640
76196,640
76836,640
77488,652
78132,644
78776,644
79424,648
80068,644
80712,644
81352,640
81996,644
82636,640
83264,628
83896,632
84532,636
85160,628
85788,628
86416,628
