time,x
0,652
652,652
1308,656
1964,656
2612,648
3264,652
3920,656
4572,652
5224,652
5876,652
6528,652
7176,648
7828,652
8480,652
9128,648
9772,644
11076,1304
11724,648
12376,652
13032,656
13684,652
14340,656
15004,664
15660,656
16316,656
16968,652
17672,704
18260,588
18908,648
19560,652
20204,644
20848,644
21492,644
22140,648
22776,636
23412,636
24052,640
24692,640
25336,644
25968,632
26604,636
27248,644
27880,632
28516,636
29152,636
29792,640
31080,1288
31724,644
32376,652
33028,652
33672,644
34324,652
34976,652
35624,648
36264,640
36912,648
37556,644
38256,700
38848,592
39492,644
40140,648
40780,640
41420,640
42068,648
42716,648
43356,640
43996,640
44644,648
45296,652
45936,640
46584,648
47236,652
47884,648
48528,644
49236,708
49832,596
50536,704
51124,588
51768,644
52420,652
53068,648
53720,652
54364,644
55012,648
55668,656
56316,648
56964,648
57616,652
58268,652
58928,660
59576,648
60232,656
60888,656
61540,652
62192,652
62836,644
63540,704
64196,656
64788,592
65432,644
66088,656
66740,652
67392,652
68044,652
68696,652
69356,660
70016,660
70668,652
71328,660
71980,652
72644,664
73296,652
73948,652
74596,648
75256,660
75904,648
76552,648
77200,648
77848,648
78552,704
79140,588
79784,644
80432,648
81076,644
81720,644
82372,652
83024,652
83672,648
84320,648
84968,648
85624,656
86260,636
86908,648
87556,648
88200,644
88836,636
90104,1268
90736,632
91364,628
91996,632
92640,644
93280,640
93916,636
94560,644
95208,648
95852,644
96544,692
97128,584
97764,636
98400,636
99040,640
99680,640
100320,640
100964,644
101616,652
102260,644
102908,648
103560,652
104212,652
104860,648
105564,704
106160,596
106816,656
108124,1308
108784,660
109444,660
110088,644
110744,656
111400,656
112104,704
112752,648
113408,656
114008,600
114656,648
115304,648
115960,656
116616,656
117264,648
117920,656
118580,660
119240,660
119892,652
