time,x
0,612
620,620
1296,676
1856,560
3156,1300
3720,564
4336,616
5032,696
5648,616
6052,404
6336,284
6812,476
7040,228
7592,552
7748,156
8280,532
8608,328
8684,76
9124,440
9296,172
9740,444
10600,860
11280,680
11472,192
11796,324
11964,168
12324,360
12392,68
12732,340
13020,288
13360,340
13628,268
14012,384
14872,860
16180,1308
16464,284
17416,952
17988,572
18616,628
19244,628
19868,624
21136,1268
21760,624
22396,636
23084,688
23656,572
24284,628
24916,632
25600,684
26164,564
26792,628
27420,628
28104,684
28672,568
29308,636
29940,632
30568,628
31188,620
31820,632
32508,688
32900,392
33088,188
33716,628
34352,636
35620,1268
36252,632
36948,696
37584,636
38152,568
38788,636
39424,636
40052,628
41324,1272
42596,1272
43284,688
43928,644
45144,1216
45772,628
46408,636
47044,636
47724,680
48288,564
48476,188
49560,1084
50188,628
50872,684
51444,572
52072,628
52480,408
52696,216
52948,252
53328,380
54588,1260
55212,624
55900,688
56552,652
57104,552
57304,200
57720,416
58432,712
58564,132
59012,448
59492,480
60148,656
60272,124
60784,512
61596,812
62004,408
62488,484
62804,316
63492,688
63740,248
64072,332
64488,416
64928,440
65316,388
65484,168
65912,428
65988,76
66680,692
67264,584
67504,240
67892,388
68656,764
69488,832
69796,308
70352,556
70492,140
71072,580
71488,416
71704,216
73036,1332
73488,452
73900,412
74104,204
74252,148
74596,344
74656,60
76208,1552
76616,408
76780,164
77488,708
78108,620
78680,572
79376,696
80012,636
80588,576
81228,640
81868,640
82500,632
83140,640
83784,644
84492,708
85060,568
85704,644
86348,644
86984,636
87624,640
88268,644
88964,696
89600,636
90188,588
90828,640
92112,1284
92756,644
93452,696
94032,580
94676,644
95312,636
95944,632
96640,696
97216,576
97848,632
98476,628
99108,632
99792,684
100356,564
100984,628
101616,632
102244,628
102932,688
103500,568
104120,620
104744,624
105420,676
105992,572
106616,624
107240,624
107924,684
108500,576
109120,620
109736,616
110416,680
110992,576
111624,632
112244,620
112928,684
113504,576
114124,620
114804,680
115424,620
116000,576
