time,x
0,592
592,592
1176,584
1764,588
2352,588
2940,588
3532,592
4120,588
4708,588
5296,588
5880,584
6468,588
7064,596
7656,592
8256,600
8848,592
9448,600
10096,648
10644,548
11240,596
11836,596
12432,596
13084,652
13632,548
14228,596
14820,592
15404,584
15992,588
16584,592
17228,644
17764,536
18356,592
18952,596
19544,592
20148,604
20804,656
21400,596
21940,540
22588,648
23124,536
23712,588
24360,648
24904,544
25500,596
26096,596
26684,588
27268,584
27860,592
28452,592
29100,648
29628,528
30216,588
30800,584
31384,584
31972,588
32560,588
33204,644
33740,536
34320,580
34904,584
35488,584
36124,636
36648,524
37232,584
37816,584
38400,584
38988,588
39580,592
40168,588
40764,596
41348,584
