time,x
0,796
876,876
1712,836
2476,764
3312,836
4216,904
5016,800
5940,924
6736,796
7576,840
8488,912
9340,852
10180,840
11012,832
11840,828
12592,752
13464,872
14268,804
15076,808
15904,828
16668,764
17548,880
18384,836
19232,848
20084,852
20928,844
21780,852
22564,784
23388,824
24260,872
25008,748
25832,824
26668,836
27468,800
28044,576
28372,328
29036,664
29548,512
29812,264
30572,760
31344,772
32120,776
32860,740
33652,792
34544,892
35352,808
36228,876
37112,884
38020,908
38892,872
39776,884
40660,884
41536,876
42432,896
43336,904
44156,820
45092,936
45924,832
46848,924
47660,812
48512,852
49340,828
50204,864
51040,836
51840,800
52728,888
53580,852
54388,808
55220,832
56132,912
56996,864
57832,836
58640,808
59512,872
60360,848
61236,876
62112,876
63012,900
63812,800
64740,928
65528,788
66388,860
67308,920
68144,836
68948,804
69868,920
70676,808
71576,900
72380,804
73248,868
74152,904
74964,812
75828,864
76724,896
77576,852
78376,800
79260,884
80112,852
80912,800
81796,884
82652,856
83456,804
84340,884
85184,844
86020,836
86844,824
87620,776
88512,892
89336,824
90188,852
91044,856
91872,828
92716,844
93560,844
94396,836
95232,836
96028,796
96848,820
97724,876
98548,824
99328,780
100184,856
100952,768
101828,876
102596,768
103476,880
104300,824
105056,756
105932,876
106764,832
107528,764
108400,872
109232,832
110056,824
110820,764
111720,900
112564,844
113392,828
114240,848
115044,804
115928,884
116776,848
117624,848
118392,768
119280,888
120132,852
120900,768
121780,880
122616,836
123464,848
124236,772
125136,900
125924,788
126812,888
127664,852
128504,840
129276,772
130172,896
130952,780
131764,812
132660,896
133432,772
134292,860
135056,764
135920,864
136664,744
137544,880
138376,832
139188,812
139964,776
140860,896
141672,812
142504,832
143340,836
144164,824
144988,824
145752,764
146560,808
147416,856
148180,764
149036,856
149840,804
150660,820
151496,836
152324,828
153160,836
153956,796
154768,812
155644,876
156492,848
157316,824
158084,768
158980,896
159812,832
160620,808
161448,828
162292,844
163056,764
163888,832
164720,832
165580,860
166384,804
167188,804
167920,732
168768,848
169576,808
170376,800
171180,804
171992,812
172760,768
173628,868
174448,820
175204,756
176020,816
176896,876
177656,760
178508,852
179324,816
180080,756
180948,868
181776,828
182544,768
183408,864
184172,764
185056,884
185868,812
186656,788
187504,848
188388,884
189244,856
190040,796
190864,824
191764,900
192616,852
193448,832
194280,832
195124,844
195956,832
196780,824
197572,792
198404,832
199224,820
200108,884
200872,764
201728,856
202544,816
203380,836
204196,816
205024,828
205860,836
206628,768
207508,880
208284,776
209100,816
209968,868
210788,820
211620,832
212436,816
213252,816
214080,828
214916,836
215724,808
216496,772
217388,892
218200,812
219016,816
219848,832
220600,752
221456,856
222224,768
223096,872
223896,800
224704,808
225528,824
226348,820
227200,852
228044,844
228872,828
229716,844
230572,856
231332,760
232124,792
232952,828
233792,840
234652,860
235536,884
236400,864
237284,884
238212,928
239036,824
239884,848
240768,884
241636,868
242476,840
243336,860
244216,880
245076,860
245924,848
246804,880
247696,892
248552,856
249440,888
250304,864
251232,928
252040,808
252920,880
253772,852
254612,840
255468,856
256340,872
257264,924
258120,856
258920,800
259764,844
260648,884
261468,820
262248,780
264628,2380
265392,764
266232,840
266976,744
267828,852
268628,800
269448,820
270188,740
271020,832
271860,840
272752,892
273624,872
274396,772
275312,916
276120,808
276928,808
277784,856
278604,820
279356,752
280264,908
281116,852
281980,864
282764,784
283604,840
284444,840
285352,908
286140,788
286980,840
287920,940
288804,884
289584,780
290460,876
291332,872
292272,940
293104,832
293960,856
294868,908
295756,888
296652,896
297508,856
298416,908
299300,884
300236,936
301052,816
301916,864
302796,880
303640,844
304536,896
305440,904
306340,900
307224,884
308136,912
309012,876
309864,852
310800,936
311660,860
312508,848
313300,792
314168,868
315104,936
315896,792
316768,872
317692,924
318504,812
319348,844
320268,920
321152,884
322032,880
322900,868
323784,884
324620,836
325528,908
326372,844
327316,944
328112,796
329008,896
329884,876
330824,940
331684,860
332564,880
333384,820
334260,876
335152,892
336024,872
336972,948
337780,808
338728,948
339560,832
340424,864
341308,884
342256,948
343080,824
343932,852
344872,940
345768,896
346584,816
347448,864
348384,936
349276,892
350076,800
350944,868
351824,880
352700,876
353536,836
354468,932
355356,888
356256,900
357048,792
357960,912
358820,860
359600,780
360480,880
361324,844
362176,852
362960,784
363820,860
364672,852
365604,932
366400,796
367280,880
368148,868
369012,864
369872,860
370808,936
371620,812
372464,844
373388,924
374192,804
375024,832
375924,900
376704,780
377528,824
378344,816
379180,836
380040,860
380872,832
381736,864
382668,932
383532,864
384392,860
385276,884
386108,832
386944,836
387860,916
388732,872
389532,800
390372,840
391292,920
392164,872
392948,784
393880,932
394748,868
395560,812
396480,920
397360,880
398184,824
399036,852
399924,888
400880,956
401740,860
402620,880
403492,872
404384,892
404796,412
404960,164
405156,196
405812,656
406096,284
406204,108
406792,588
407012,220
407596,584
407824,228
408352,528
409160,808
409956,796
410688,732
411484,796
412348,864
413172,824
413960,788
414784,824
415644,860
416500,856
417344,844
418216,872
419160,944
420020,860
420868,848
421680,812
422472,792
423220,748
424096,876
424844,748
425720,876
426560,840
427432,872
428284,852
429156,872
430040,884
430888,848
431800,912
432620,820
433444,824
434312,868
435048,736
435804,756
436568,764
437316,748
438072,756
438816,744
439608,792
440296,688
440512,216
440860,348
440984,124
441184,200
441788,604
441872,84
442184,312
442504,320
442732,228
442932,200
443788,856
444564,776
445120,556
445548,428
445636,88
445888,252
446576,688
447284,708
447592,308
448016,424
449244,1228
449404,160
450144,740
450412,268
