time,x
0,616
668,668
1372,704
1988,616
2652,664
3356,704
3964,608
4620,656
5268,648
5916,648
6564,648
7208,644
7848,640
8492,644
9144,652
9788,644
10496,708
11100,604
11756,656
12404,648
13064,660
13716,652
14372,656
15016,644
15672,656
16368,696
16968,600
17612,644
18264,652
18916,652
19580,664
20236,656
20952,716
21568,616
22220,652
22868,648
23516,648
24216,700
24816,600
25464,648
26124,660
26780,656
27440,660
28100,660
28772,672
29444,672
30108,664
30776,668
31448,672
32120,672
32784,664
33452,668
34112,660
34764,652
35420,656
36080,660
