time,x
0,580
592,592
1176,584
1760,584
2340,580
2920,580
3512,592
4096,584
4676,580
5252,576
5820,568
6400,580
7024,624
7544,520
8124,580
8700,576
9272,572
9848,576
10424,576
11000,576
11580,580
12160,580
12740,580
13320,580
13908,588
14488,580
15068,580
15648,580
16228,580
16808,580
17388,580
18024,636
18548,524
19128,580
19708,580
20284,576
20864,580
21432,568
22008,576
22584,576
23164,580
23732,568
24312,580
24892,580
25480,588
26056,576
26636,580
27228,592
27808,580
28388,580
29028,640
29552,524
30132,580
30708,576
31288,580
31860,572
32444,584
33020,576
33600,580
34184,584
34772,588
35352,580
35932,580
36512,580
37096,584
37672,576
38252,580
38824,572
39400,576
40036,636
40560,524
41132,572
41712,580
42284,572
42860,576
43440,580
44020,580
44596,576
45176,580
45744,568
46332,588
46904,572
47484,580
48060,576
48636,576
49204,568
