time,x
0,1256
636,636
1264,628
1900,636
2528,628
3148,620
3768,620
4456,688
5024,568
5644,620
6268,624
6900,632
7520,620
8148,628
9452,1304
10020,568
10648,628
11356,708
11900,544
12532,632
13164,632
13848,684
14480,632
15060,580
15692,632
16324,632
16964,640
17596,632
18220,624
18848,628
19484,636
20112,628
20736,624
21368,632
21996,628
22624,628
23244,620
23872,628
24504,632
25136,632
25816,680
27020,1204
27652,632
28280,628
28916,636
29552,636
30184,632
30816,632
31456,640
32088,632
33348,1260
33976,628
34608,632
35236,628
35856,620
36488,632
37120,632
37804,684
38372,568
39000,628
39640,640
40272,632
40904,632
41540,636
42180,640
42812,632
43444,632
44076,632
44716,640
45352,636
45984,632
46620,636
47252,632
47884,632
48512,628
49148,636
49780,632
51036,1256
51672,636
52312,640
52952,640
53648,696
54284,636
54928,644
55508,580
56152,644
56796,644
57496,700
58084,588
58732,648
59380,648
60020,640
60668,648
61316,648
61960,644
62656,696
63256,600
63900,644
64540,640
65244,704
65836,592
66476,640
67116,640
67760,644
69040,1280
69740,700
70324,584
70960,636
72244,1284
72940,696
