time,x
0,748
772,772
1488,716
2260,772
3080,820
3792,712
4556,764
5364,808
6080,716
6824,744
7588,764
8396,808
9108,712
9872,764
10640,768
11388,748
12144,756
12908,764
13708,800
14416,708
15172,756
15964,792
16720,756
17412,692
18140,728
18928,788
19600,672
20308,708
21040,732
21764,724
22488,724
23212,724
23928,716
24700,772
25372,672
26100,728
26808,708
27524,716
28256,732
28980,724
29704,724
30440,736
31216,776
31900,684
32624,724
33388,764
34076,688
34796,720
35516,720
36220,704
36936,716
37632,696
38392,760
39060,668
39776,716
40128,352
40200,72
40608,408
41252,644
41960,708
42728,768
43512,784
44304,792
45080,776
45840,760
46616,776
47384,768
48140,756
48904,764
49664,760
50448,784
51260,812
52000,740
52772,772
53556,784
54324,768
55128,804
55924,796
56768,844
57580,812
58324,744
59164,840
59884,720
60656,772
61428,772
62204,776
62972,768
63756,784
64540,784
65324,784
66104,780
66892,788
67676,784
68452,776
69228,776
70012,784
70840,828
71568,728
72404,836
73148,744
73932,784
74708,776
75496,788
76308,812
77052,744
77848,796
78612,764
79452,840
80164,712
80920,756
81676,756
82420,744
83224,804
83912,688
84656,744
85444,788
86144,700
86900,756
87656,756
88448,792
89200,752
89968,768
90772,804
91572,800
92284,712
93044,760
93844,800
94592,748
95292,700
96048,756
96848,800
97632,784
98324,692
99064,740
99804,740
100556,752
101308,752
102096,788
102804,708
103540,736
104288,748
105072,784
105760,688
106496,736
107236,740
107956,720
108676,720
109400,724
110120,720
110832,712
111556,724
112268,712
113036,768
113696,660
114432,736
115160,728
115896,736
116628,732
117352,724
118052,700
118800,748
