time,x,y
0,640,0
1276,1276,0
1916,640,0
2556,640,0
3196,640,0
3836,640,1
4480,644,1
5124,644,1
5756,632,1
6400,644,1
7040,640,1
7736,696,1
8316,580,1
8960,644,1
9600,640,1
10236,636,1
10880,644,1
11524,644,1
12156,632,0
12800,644,0
13436,636,0
14072,636,0
14708,636,0
15344,636,0
15976,632,0
16612,636,0
17248,636,0
17884,636,0
18516,632,1
19156,640,1
19792,636,1
20424,632,1
21120,696,1
21708,588,1
22348,640,1
22984,636,1
23628,644,1
24268,640,0
24904,636,0
25600,696,0
26176,576,0
26812,636,0
27500,688,0
28080,580,0
28772,692,0
29404,632,0
29820,416,0
29984,164,0
30632,648,1
31272,640,1
31908,636,1
32560,652,1
33252,692,1
33836,584,1
34480,644,1
35116,636,1
35748,632,1
36380,632,1
37068,688,1
37644,576,1
38272,628,1
38900,628,1
39584,684,1
40156,572,1
40788,632,1
41416,628,1
42044,628,1
42732,688,1
43308,576,1
43936,628,1
44564,628,1
45188,624,0
45812,624,1
46440,628,1
47064,624,1
47748,684,1
48320,572,1
48952,632,1
49576,624,1
50208,632,1
50840,632,1
51536,696,1
52108,572,1
52744,636,1
53376,632,1
54004,628,1
54636,632,1
55268,632,1
55896,628,1
56528,632,1
57216,688,1
57796,580,1
58432,636,1
59068,636,1
59768,700,1
60352,584,1
60992,640,1
61636,644,1
62276,640,1
62924,648,1
63560,636,0
64200,640,0
64836,636,0
65472,636,0
66108,636,0
66736,628,0
67372,636,0
