time,x
0,728
732,732
1452,720
2236,784
2976,740
3660,684
4440,780
5124,684
5860,736
6576,716
7340,764
8056,716
8716,660
9152,436
9464,312
9700,236
10120,420
10828,708
11584,756
12288,704
13000,712
13724,724
14428,704
15092,664
15852,760
16496,644
17200,704
17944,744
19288,1344
19984,696
20684,700
21364,680
22060,696
22756,696
23500,744
24136,636
24824,688
25560,736
26192,632
26896,704
27640,744
28340,700
29724,1384
30428,704
31096,668
31840,744
32492,652
33244,752
34276,1032
34684,408
37460,2776
38068,608
38128,60
38876,748
39548,672
40280,732
41016,736
41736,720
42460,724
43188,728
43960,772
44688,728
45360,672
46064,704
46772,708
47484,712
48252,768
48912,660
49624,712
50344,720
51060,716
51764,704
52480,716
53196,716
53920,724
54624,704
55348,724
56116,768
56792,676
57512,720
58284,772
59004,720
59680,676
60380,700
61096,716
61824,728
62524,700
63232,708
63944,712
64548,604
64696,148
65364,668
66080,716
66808,728
67524,716
68248,724
68976,728
69692,716
70460,768
71144,684
71928,784
72616,688
73392,776
74092,700
74876,784
75552,676
76280,728
77016,736
77736,720
78456,720
79232,776
79964,732
80632,668
81360,728
82132,772
82856,724
83532,676
84272,740
85004,732
85712,708
86480,768
87196,716
87912,716
88564,652
89272,708
90024,752
90680,656
91372,692
92080,708
92776,696
93512,736
94628,1116
94904,276
95588,684
95768,180
96348,580
96996,648
97224,228
98392,1168
99112,720
99308,196
99900,592
100552,652
101276,724
102004,728
102736,732
103444,708
104148,704
104864,716
105572,708
106264,692
106984,720
107712,728
108460,748
109192,732
109360,168
109928,568
110680,752
111492,812
112196,704
112920,724
113676,756
114476,800
115184,708
115700,516
115796,96
116096,300
116668,572
118216,1548
118240,24
118948,708
119304,356
120392,1088
121120,728
121852,732
122596,744
123340,744
124136,796
124848,712
125572,724
126312,740
127052,740
127792,740
128516,724
129244,728
129984,740
130728,744
131464,736
132216,752
132968,752
133768,800
134464,696
135224,760
135980,756
136740,760
137496,756
138008,512
138096,88
138992,896
139168,176
139316,148
139728,412
140468,740
141256,788
141940,684
142208,268
142660,452
142848,188
143400,552
144128,728
144900,772
145556,656
145920,364
146292,372
147016,724
147748,732
148484,736
149204,720
149936,732
150660,724
151392,732
152104,712
152512,408
152920,408
153192,272
153292,100
153784,492
154240,456
154996,756
155744,748
156488,744
157220,732
157920,700
158632,712
159356,724
160088,732
160832,744
161588,756
162344,756
163136,792
163828,692
164568,740
165312,744
166068,756
166848,780
167632,784
168424,792
169216,792
170012,796
170816,804
171612,796
172404,792
173200,796
174000,800
174776,776
175568,792
176360,792
177120,760
177900,780
178668,768
179440,772
180236,796
181000,764
181772,772
