time,x
0,648
648,648
1288,640
1936,648
2644,708
3280,636
3876,596
4524,648
5168,644
5816,648
6468,652
7116,648
7760,644
8404,644
9056,652
10360,1304
11008,648
11656,648
12312,656
12964,652
13672,708
14268,596
14924,656
15572,648
16232,660
16884,652
17536,652
18192,656
18848,656
19504,656
20808,1304
21248,440
22104,856
22744,640
23392,648
24092,700
24284,192
24676,392
25316,640
25788,472
25960,172
26288,328
26648,360
27224,576
27864,640
28504,640
29144,640
29776,632
30416,640
31056,640
31696,640
32336,640
32980,644
33676,696
34264,588
34908,644
35552,644
36192,640
36824,632
37464,640
38104,640
38740,636
39376,636
40012,636
40192,180
40712,520
41292,580
41368,76
41924,556
42208,284
42568,360
43444,876
43844,400
44484,640
45128,644
45580,452
46476,896
46576,100
47064,488
47708,644
48352,644
49004,652
49704,700
50356,652
50944,588
51588,644
52236,648
52588,352
52880,292
53528,648
54172,644
54820,648
55464,644
56108,644
56752,644
57396,644
58036,640
58676,640
59320,644
59960,640
61240,1280
61884,644
61952,68
62524,572
63380,856
63812,432
64456,644
65156,700
65748,592
66392,644
67036,644
67680,644
68324,644
68968,644
70256,1288
70900,644
71544,644
72196,652
72844,648
73496,652
74152,656
74804,652
75456,652
76112,656
76764,652
77408,644
78052,644
78700,648
79344,644
79980,636
80680,700
81260,580
81900,640
82540,640
83176,636
83812,636
84456,644
85100,644
85744,644
86384,640
87032,648
87684,652
88328,644
88968,640
89604,636
90244,640
90884,640
91520,636
92156,636
92788,632
93420,632
94104,684
94680,576
95308,628
95940,632
96568,628
97200,632
97832,632
98468,636
99096,628
99724,628
