time,x
0,572
568,568
1144,576
1712,568
2288,576
2864,576
3432,568
4008,576
4584,576
5152,568
5728,576
6352,624
6872,520
7448,576
8012,564
8592,580
9168,576
9740,572
10316,576
10896,580
11472,576
12052,580
12632,580
13264,632
13772,508
14356,584
14932,576
15508,576
16088,580
16668,580
17244,576
17812,568
18388,576
18956,568
19528,572
20100,572
20672,572
21244,572
21812,568
22388,576
22952,564
23520,568
24096,576
24672,576
25244,572
25816,572
26392,576
26964,572
27536,572
28116,580
28692,576
29316,624
29840,524
30416,576
30992,576
31568,576
32152,584
32724,572
33300,576
33884,584
34468,584
35044,576
35624,580
36260,636
36784,524
37360,576
37940,580
38524,584
39100,576
39684,584
40264,580
40844,580
41424,580
