time,x
0,648
644,644
1352,708
2004,652
2592,588
3244,652
3896,652
4544,648
5196,652
5852,656
6504,652
7148,644
7804,656
8460,656
9108,648
9816,708
10420,604
11072,652
11720,648
12364,644
13016,652
13660,644
14300,640
14952,652
15596,644
16880,1284
17532,652
18176,644
18816,640
19456,640
20104,648
21392,1288
22036,644
22680,644
23320,640
23960,640
24604,644
25304,700
25880,576
26512,632
27152,640
27840,688
28416,576
29056,640
29692,636
30336,644
30968,632
31616,648
32256,640
32888,632
33528,640
34168,640
34808,640
35440,632
36072,632
37328,1256
38004,676
38572,568
39184,612
39820,636
40444,624
41068,624
41752,684
42332,580
42956,624
43596,640
44232,636
44860,628
45496,636
46132,636
