time,x,y
0,656,0
660,660,0
1312,652,0
1972,660,0
2628,656,0
3284,656,0
3940,656,0
4592,652,1
5236,644,1
5884,648,1
6532,648,1
7184,652,1
7884,700,1
8476,592,1
9124,648,1
9776,652,1
10416,640,1
11064,648,1
11712,648,1
12356,644,0
13000,644,0
13648,648,0
14296,648,0
14944,648,0
15596,652,0
16256,660,0
16920,664,0
17576,656,0
18232,656,0
18896,664,0
19556,660,0
20212,656,0
20920,708,0
21520,600,0
22172,652,0
23468,1296,0
24124,656,0
24776,652,0
25420,644,0
26068,648,0
26724,656,0
27372,648,0
28024,652,0
28672,648,0
29328,656,0
29980,652,0
30632,652,0
31280,648,0
31932,652,1
32592,660,1
33244,652,1
33888,644,1
34536,648,1
35184,648,1
35888,704,1
36476,588,1
37124,648,1
37772,648,1
38420,648,1
39060,640,1
39712,652,1
40360,648,1
41008,648,0
41656,648,0
42300,644,0
42948,648,0
43600,652,0
44248,648,0
44892,644,0
45540,648,0
46192,652,0
47484,1292,0
48132,648,0
48780,648,0
49428,648,0
50076,648,0
50728,652,0
51376,648,0
52020,644,0
52668,648,0
53320,652,0
53976,656,0
54624,648,0
55272,648,0
55924,652,0
56576,652,0
57228,652,0
57884,656,0
58592,708,0
59188,596,0
59908,720,0
60504,596,0
61160,656,0
61816,656,0
62468,652,0
63120,652,0
63776,656,0
64428,652,0
65080,652,0
65732,652,0
66384,652,0
67036,652,0
67684,648,0
68344,660,0
68996,652,0
69648,652,0
70312,664,0
70972,660,0
71620,648,0
72284,664,0
72944,660,0
73616,672,0
74276,660,0
74940,664,0
75604,664,0
76264,660,1
76920,656,1
77572,652,1
78220,648,1
78920,700,1
79516,596,1
80164,648,1
80808,644,1
81452,644,1
82096,644,1
82736,640,1
83376,640,0
84020,644,0
84660,640,0
85292,632,0
85944,652,1
86584,640,1
87232,648,1
87940,708,1
88532,592,1
89188,656,1
89832,644,1
90544,712,1
91136,592,1
91788,652,1
92440,652,1
93092,652,1
93740,648,1
94388,648,0
95032,644,0
95684,652,0
96332,648,0
96976,644,0
97628,652,0
98280,652,0
98932,652,0
99592,660,0
100252,660,0
100916,664,0
101572,656,0
102232,660,0
102956,724,0
103560,604,0
104224,664,0
104944,720,0
105552,608,0
106216,664,0
106936,720,0
107544,608,0
108212,668,0
108928,716,0
109536,608,0
110196,660,0
111516,1320,0
112176,660,0
112840,664,0
113488,648,0
114148,660,0
114816,668,0
115480,664,0
116144,664,0
116804,660,0
117472,668,0
118136,664,0
118792,656,0
119460,668,0
120124,664,0
120788,664,0
121500,712,0
122100,600,0
122756,656,0
123464,708,0
124112,648,0
