,id,time,x,y,y_pred,split
0,1,0,800,0.0,0.13141972,6
1,1,780,780,0.0,0.09419964,6
2,1,1572,792,0.0,0.03963342,6
3,1,2392,820,0.0,0.017529313,6
4,1,3196,804,0.0,0.003918111,6
5,1,4024,828,0.0,0.00075709674,6
6,1,4940,916,0.0,0.0015337681,6
7,1,5900,960,0.0,0.0010112937,6
8,1,6856,956,0.0,8.461006e-05,6
9,1,7784,928,0.0,3.4275708e-06,6
10,1,8620,836,0.0,2.6549203e-06,6
11,1,9412,792,0.0,8.081381e-06,6
12,1,10188,776,0.0,1.4802892e-05,6
13,1,10924,736,0.0,2.7293729e-05,6
14,1,11648,724,0.0,3.4228222e-05,6
15,1,12376,728,0.0,7.905643e-05,6
16,1,13136,760,0.0,9.1184964e-05,6
17,1,13940,804,0.0,4.080922e-05,6
18,1,14788,848,0.0,2.6286503e-05,6
19,1,15644,856,0.0,1.5276319e-05,6
20,1,16492,848,0.0,1.088225e-05,6
21,1,17308,816,0.0,7.856363e-06,6
22,1,18092,784,0.0,9.11804e-06,6
23,1,18860,768,0.0,9.191052e-06,6
24,1,19596,736,0.0,1.6630838e-05,6
25,1,20336,740,0.0,0.0002368671,6
26,1,21092,756,0.0,0.0005276685,6
27,1,21532,440,0.0,0.00081289327,6
28,1,21848,316,0.0,0.00032523394,6
29,1,22596,748,0.0,0.0016529377,6
30,1,23364,768,0.0,0.0002051923,6
31,1,24112,748,0.0,9.256128e-05,6
32,1,24852,740,0.0,5.672062e-05,6
33,1,25608,756,0.0,8.860988e-05,6
34,1,26380,772,0.0,8.2629274e-05,6
35,1,27160,780,0.0,8.6582506e-05,6
36,1,27912,752,0.0,0.00032475832,6
37,1,28664,752,0.0,0.000778145,6
38,1,29428,764,0.0,0.0007650977,6
39,1,30192,764,0.0,0.00048951147,6
40,1,30948,756,0.0,0.0002441355,6
41,1,31700,752,0.0,0.00014065315,6
42,1,32420,720,0.0,0.0003115046,6
43,1,33136,716,0.0,0.0010166197,6
44,1,33856,720,0.0,0.00277788,6
45,1,34584,728,0.0,0.0073740063,6
46,1,35304,720,0.0,0.011508508,6
47,1,36052,748,0.0,0.002653331,6
48,1,36816,764,0.0,0.0005752378,6
49,1,37608,792,0.0,0.0004276455,6
50,1,38456,848,0.0,0.000523742,6
51,1,39320,864,0.0,0.00024480725,6
52,1,40176,856,0.0,0.000113173606,6
53,1,41008,832,0.0,4.0529438e-05,6
54,1,41804,796,0.0,2.9422863e-05,6
55,1,42560,756,0.0,5.0257517e-05,6
56,1,43288,728,0.0,6.538521e-05,6
57,1,44020,732,0.0,0.00015821973,6
58,1,44748,728,0.0,0.00019481407,6
59,1,45472,724,0.0,0.00022322239,6
60,1,46192,720,0.0,0.00055108307,6
61,1,46896,704,0.0,0.0012713767,6
62,1,47592,696,0.0,0.0012618725,6
63,1,48288,696,0.0,0.0005419251,6
64,1,48960,672,0.0,0.00039429776,6
65,1,49624,664,0.0,0.0004513629,6
66,1,50292,668,0.0,0.0014413669,6
67,1,50972,680,0.0,0.002281738,6
68,1,51672,700,0.0,0.00075250585,6
69,1,52392,720,0.0,0.00021074757,6
70,1,53140,748,0.0,0.0002200337,6
71,1,53888,748,0.0,9.836384e-05,6
72,1,54652,764,0.0,3.3228323e-05,6
73,1,55428,776,0.0,6.248807e-05,6
74,1,56144,716,0.0,3.7864687e-05,6
75,1,56484,340,0.0,2.5030384e-05,6
76,1,56836,352,0.0,2.35433e-05,6
77,1,57520,684,0.0,0.0018769823,6
78,1,58192,672,0.0,0.0031457325,6
79,1,58888,696,0.0,0.016509531,6
80,1,59600,712,0.0,0.0027581982,6
81,1,60396,796,0.0,0.00030896545,6
82,1,60624,228,0.0,0.00022413944,6
83,1,60828,204,0.0,0.00032718727,6
84,1,61152,324,0.0,0.00033931472,6
85,1,61596,444,0.0,0.00017610523,6
86,1,62928,1332,0.0,0.00018217805,6
87,1,63900,972,0.0,4.7838097e-05,6
88,1,64080,180,0.0,9.857253e-06,6
89,1,65524,1444,0.0,1.7576156e-06,6
90,1,65872,348,0.0,1.8003297e-07,6
91,1,66344,472,0.0,2.2947583e-07,6
92,1,67172,828,0.0,1.4185487e-07,6
93,1,67804,632,0.0,7.860469e-06,6
94,1,68172,368,0.0,1.009897e-05,6
95,1,68428,256,0.0,2.1186039e-05,6
96,1,68792,364,0.0,6.0821167e-05,6
97,1,69588,796,0.0,5.463094e-05,6
98,1,70424,836,0.0,0.00019197272,6
99,1,72156,1732,0.0,1.9192652e-05,6
100,1,73044,888,0.0,1.4881918e-05,6
101,1,73880,836,0.0,6.484541e-06,6
102,1,74736,856,0.0,1.4852787e-06,6
