,id,time,x,y,y_pred,split
0,1,0,800,0.0,0.017980635,6
1,1,780,780,0.0,0.016685173,6
2,1,1572,792,0.0,0.020365713,6
3,1,2392,820,0.0,0.037606988,6
4,1,3196,804,0.0,0.016696293,6
5,1,4024,828,0.0,0.0052210367,6
6,1,4940,916,0.0,0.0037547771,6
7,1,5900,960,0.0,0.0013784964,6
8,1,6856,956,0.0,0.0011270274,6
9,1,7784,928,0.0,0.00048526868,6
10,1,8620,836,0.0,0.00028105325,6
11,1,9412,792,0.0,0.000225626,6
12,1,10188,776,0.0,0.0003290981,6
13,1,10924,736,0.0,0.00066749734,6
14,1,11648,724,0.0,0.0007937223,6
15,1,12376,728,0.0,0.0007249452,6
16,1,13136,760,0.0,0.001137721,6
17,1,13940,804,0.0,0.0042209397,6
18,1,14788,848,0.0,0.004705397,6
19,1,15644,856,0.0,0.0013957036,6
20,1,16492,848,0.0,0.00039997534,6
21,1,17308,816,0.0,0.00030963778,6
22,1,18092,784,0.0,0.000466552,6
23,1,18860,768,0.0,0.0011089515,6
24,1,19596,736,0.0,0.007824483,6
25,1,20336,740,0.0,0.021134606,6
26,1,21092,756,0.0,0.0018359002,6
27,1,21532,440,0.0,0.0015596627,6
28,1,21848,316,0.0,0.0005753335,6
29,1,22596,748,0.0,0.0047861487,6
30,1,23364,768,0.0,0.0011209757,6
31,1,24112,748,0.0,0.0015496492,6
32,1,24852,740,0.0,0.00046711226,6
33,1,25608,756,0.0,0.0002686211,6
34,1,26380,772,0.0,0.00024237469,6
35,1,27160,780,0.0,0.00034884445,6
36,1,27912,752,0.0,0.0008423621,6
37,1,28664,752,0.0,0.0014929894,6
38,1,29428,764,0.0,0.0015127568,6
39,1,30192,764,0.0,0.001327232,6
40,1,30948,756,0.0,0.0012418833,6
41,1,31700,752,0.0,0.0013747272,6
42,1,32420,720,0.0,0.002577993,6
43,1,33136,716,0.0,0.0036807118,6
44,1,33856,720,0.0,0.0024349357,6
45,1,34584,728,0.0,0.0026142087,6
46,1,35304,720,0.0,0.0046042213,6
47,1,36052,748,0.0,0.0021504804,6
48,1,36816,764,0.0,0.0021088067,6
49,1,37608,792,0.0,0.0017848458,6
50,1,38456,848,0.0,0.0015505281,6
51,1,39320,864,0.0,0.00052462786,6
52,1,40176,856,0.0,0.00032484502,6
53,1,41008,832,0.0,0.00033398744,6
54,1,41804,796,0.0,0.00046068427,6
55,1,42560,756,0.0,0.0010214506,6
56,1,43288,728,0.0,0.0017287921,6
57,1,44020,732,0.0,0.00171496,6
58,1,44748,728,0.0,0.0016325908,6
59,1,45472,724,0.0,0.0023032955,6
60,1,46192,720,0.0,0.005339894,6
61,1,46896,704,0.0,0.009922805,6
62,1,47592,696,0.0,0.0077300756,6
63,1,48288,696,0.0,0.004756649,6
64,1,48960,672,0.0,0.0039114817,6
65,1,49624,664,0.0,0.0032925725,6
66,1,50292,668,0.0,0.0019296547,6
67,1,50972,680,0.0,0.000807204,6
68,1,51672,700,0.0,0.00066971703,6
69,1,52392,720,0.0,0.0006535349,6
70,1,53140,748,0.0,0.00080494955,6
71,1,53888,748,0.0,0.00072948943,6
72,1,54652,764,0.0,0.0027686225,6
73,1,55428,776,0.0,0.0051117013,6
74,1,56144,716,0.0,0.0018266889,6
75,1,56484,340,0.0,0.0047975862,6
76,1,56836,352,0.0,0.0049889428,6
77,1,57520,684,0.0,0.03183476,6
78,1,58192,672,0.0,0.007267372,6
79,1,58888,696,0.0,0.010974949,6
80,1,59600,712,0.0,0.0058066375,6
81,1,60396,796,0.0,0.00041511012,6
82,1,60624,228,0.0,0.0003386175,6
83,1,60828,204,0.0,0.00058022665,6
84,1,61152,324,0.0,0.0024008045,6
85,1,61596,444,0.0,0.0011833936,6
86,1,62928,1332,0.0,0.0010890897,6
87,1,63900,972,0.0,0.00063665066,6
88,1,64080,180,0.0,0.00020457771,6
89,1,65524,1444,0.0,4.7733014e-05,6
90,1,65872,348,0.0,9.8129814e-05,6
91,1,66344,472,0.0,1.8258022e-05,6
92,1,67172,828,0.0,1.1220385e-05,6
93,1,67804,632,0.0,2.3086643e-05,6
94,1,68172,368,0.0,4.6850142e-05,6
95,1,68428,256,0.0,0.00029214504,6
96,1,68792,364,0.0,5.7483227e-05,6
97,1,69588,796,0.0,0.0001107732,6
98,1,70424,836,0.0,0.00024677036,6
99,1,72156,1732,0.0,4.617955e-05,6
100,1,73044,888,0.0,0.00065691565,6
101,1,73880,836,0.0,7.7184595e-05,6
102,1,74736,856,0.0,5.3786778e-05,6
103,1,75580,844,0.0,3.9329232e-05,6
104,1,76408,828,0.0,2.6467083e-05,6
105,1,77228,820,0.0,0.00011722433,6
106,1,78048,820,0.0,0.00014256636,6
107,1,78868,820,0.0,0.00029507384,6
108,1,79716,848,0.0,0.0002715274,6
109,1,80584,868,0.0,0.00034721204,6
110,1,81268,684,0.0,0.0022018526,6
111,1,82088,820,0.0,0.023731349,6
112,1,82908,820,0.0,0.26351655,6
113,1,83732,824,0.0,0.010646693,6
114,1,84428,696,0.0,0.003141326,6
115,1,84556,128,0.0,0.0013688274,6
116,1,85348,792,0.0,0.0124254115,6
117,1,86148,800,0.0,0.004001192,6
118,1,86936,788,0.0,0.023948468,6
119,1,87712,776,0.0,0.0035976926,6
120,1,88508,796,0.0,0.00044552918,6
121,1,89356,848,0.0,0.00032701046,6
122,1,90176,820,0.0,0.0010101262,6
123,1,91024,848,0.0,0.0011550499,6
124,1,91892,868,0.0,0.0009987658,6
125,1,92776,884,0.0,0.00055763527,6
126,1,93632,856,0.0,0.0003738831,6
127,1,94520,888,0.0,0.0002308373,6
128,1,95424,904,0.0,0.00024837593,6
129,1,96308,884,0.0,0.00020563394,6
130,1,97176,868,0.0,0.0003484818,6
131,1,98052,876,0.0,0.00037122384,6
132,1,98932,880,0.0,0.00029917478,6
133,1,99788,856,0.0,0.00042032494,6
134,1,100660,872,0.0,0.00042156805,6
135,1,101556,896,0.0,0.0004866667,6
136,1,102456,900,0.0,0.000446366,6
137,1,103324,868,0.0,0.00076784473,6
138,1,104168,844,0.0,0.0018452975,6
139,1,105020,852,0.0,0.0023834456,6
140,1,105892,872,0.0,0.0009049476,6
141,1,106712,820,0.0,0.0025877908,6
142,1,107500,788,0.0,0.003228919,6
143,1,108340,840,0.0,0.007832873,6
144,1,109112,772,0.0,0.01763312,6
145,1,109964,852,0.0,0.017358877,6
146,1,110816,852,0.0,0.023547038,6
147,1,111672,856,0.0,0.052962385,6
148,1,112536,864,0.0,0.036031973,6
149,1,113368,832,0.0,0.009323084,6
150,1,114188,820,0.0,0.003371097,6
151,1,114984,796,0.0,0.0035034916,6
152,1,115788,804,0.0,0.0033363488,6
153,1,116596,808,0.0,0.0024308676,6
154,1,117412,816,0.0,0.0012961933,6
155,1,118244,832,0.0,0.0015367029,6
156,1,119088,844,0.0,0.0012382611,6
157,1,119944,856,0.0,0.002273952,6
158,1,120768,824,0.0,0.00309699,6
159,1,121640,872,0.0,0.0042241495,6
160,1,122504,864,0.0,0.016949695,6
161,1,123380,876,0.0,0.026609497,6
162,1,124220,840,0.0,0.024428124,6
163,1,125108,888,0.0,0.008389076,6
164,1,126048,940,0.0,0.009049301,6
165,1,127008,960,0.0,0.0050503784,6
166,1,127972,964,0.0,0.0064287544,6
167,1,128872,900,0.0,0.01613478,6
168,1,129788,916,0.0,0.010056811,6
169,1,130704,916,0.0,0.005102502,6
170,1,131620,916,0.0,0.0052651283,6
171,1,132504,884,0.0,0.008553137,6
172,1,133364,860,0.0,0.0066563236,6
173,1,134232,868,0.0,0.0098054735,6
174,1,135124,892,0.0,0.006716697,6
175,1,135964,840,0.0,0.0032452631,6
176,1,136796,832,0.0,0.0015345666,6
177,1,137140,344,0.0,0.0005714557,6
178,1,137656,516,0.0,0.00029926005,6
179,1,138492,836,0.0,0.0005746662,6
180,1,138980,488,0.0,0.00016737897,6
181,1,139320,340,0.0,0.0012034837,6
182,1,139556,236,0.0,0.00039323617,6
183,1,140232,676,0.0,0.0007129452,6
184,1,141064,832,0.0,0.00052511937,6
185,1,141852,788,0.0,0.00035372478,6
186,1,142652,800,0.0,0.00027091842,6
187,1,143448,796,0.0,0.00045812226,6
188,1,144224,776,0.0,0.0009517468,6
189,1,145008,784,0.0,0.0024993788,6
190,1,145812,804,0.0,0.004488796,6
191,1,146600,788,0.0,0.0037659649,6
192,1,147420,820,0.0,0.0021997679,6
193,1,148300,880,0.0,0.0023532095,6
194,1,149224,924,0.0,0.003080507,6
195,1,150144,920,0.0,0.0037602729,6
196,1,151100,956,0.0,0.0011422281,6
197,1,152084,984,0.0,0.0003251784,6
198,1,153044,960,0.0,0.00013708105,6
199,1,153964,920,0.0,9.733365e-05,6
200,1,154832,868,0.0,0.00025007897,6
201,1,155712,880,0.0,0.00042841138,6
202,1,156632,920,0.0,0.0018643058,6
203,1,157556,924,0.0,0.014962265,6
