time,x,y
0,540,0
560,560,0
1104,544,0
1656,552,0
2204,548,0
2748,544,1
3296,548,1
3848,552,1
4396,548,1
4940,544,1
5484,544,1
6080,596,1
6580,500,1
7124,544,1
7672,548,1
8216,544,1
8760,544,1
9300,540,1
9836,536,1
10380,544,1
10916,536,1
11456,540,0
11996,540,0
12532,536,0
13076,544,0
13620,544,0
14160,540,0
14704,544,0
15240,536,0
15788,548,0
16332,544,0
16872,540,0
17420,548,0
17968,548,0
18508,540,0
19056,548,0
19600,544,0
20144,544,0
20692,548,0
21232,540,0
21776,544,0
22320,544,1
22864,544,1
23412,548,1
23956,544,1
24496,540,1
25092,596,1
25588,496,1
26136,548,1
26680,544,1
27220,540,1
27760,540,1
28300,540,0
28844,544,0
29372,528,0
29904,532,0
30432,528,0
30960,528,0
31484,524,0
32008,524,0
32536,528,0
33064,528,0
33592,528,0
34124,532,0
34660,536,0
35196,536,0
35724,528,0
36252,528,0
36780,528,0
37308,528,0
37832,524,0
38364,532,0
38888,524,0
39416,528,0
39948,532,0
40480,532,0
41008,528,0
41536,528,0
42068,532,0
42448,380,0
43120,672,0
43656,536,0
44180,524,0
44704,524,0
45228,524,0
45756,528,0
45940,184,0
46328,388,0
46800,472,0
47316,516,0
47844,528,0
48372,528,0
48900,528,0
49424,524,0
49956,532,1
50484,528,1
51012,528,1
51544,532,1
52120,576,1
52596,476,1
53132,536,1
53660,528,1
54184,524,1
54708,524,1
55236,528,1
55760,524,1
56280,520,1
56800,520,0
57312,512,0
57832,520,0
58352,520,0
58868,516,0
59380,512,0
59888,508,0
60404,516,0
60916,512,0
61416,500,0
61936,520,0
62444,508,0
62956,512,0
63460,504,0
63972,512,0
64476,504,0
64988,512,0
65504,516,0
66008,504,0
66520,512,0
67028,508,0
67536,508,0
68556,1020,0
69112,556,0
69572,460,0
70132,560,0
70584,452,0
71096,512,0
71604,508,0
72108,504,0
72616,508,0
73124,508,0
73628,504,0
74140,512,0
74656,516,0
75168,512,0
75680,512,0
76196,516,0
76708,512,0
77228,520,0
77744,516,0
78260,516,0
78772,512,0
79296,524,0
79816,520,0
80332,516,0
80856,524,0
81376,520,0
81892,516,0
82412,520,0
82936,524,1
83452,516,1
83972,520,1
84496,524,1
85020,524,1
85540,520,1
86120,580,1
86600,480,1
87124,524,1
87652,528,1
88184,532,1
88712,528,1
89240,528,1
89772,532,0
90300,528,0
90824,524,0
91352,528,0
