time,x
0,1296
660,660
1320,660
1968,648
2632,664
3292,660
3956,664
4624,668
5296,672
5968,672
6648,680
7320,672
8000,680
8680,680
9344,664
10024,680
10692,668
12032,1340
12696,664
14028,1332
14692,664
15348,656
16016,668
16680,664
17340,660
18012,672
18676,664
19344,668
20016,672
20680,664
21348,668
22024,676
22692,668
24040,1348
24748,708
25356,608
26028,672
26680,652
27348,668
28008,660
28716,708
30040,1324
30648,608
32024,1376
32636,612
33296,660
34000,704
34500,500
35280,780
35988,708
36600,612
37260,660
37916,656
38580,664
39236,656
39904,668
40568,664
41228,660
41896,668
42552,656
43208,656
43856,648
44504,648
45148,644
45788,640
46472,684
47064,592
47700,636
48332,632
48968,636
49604,636
50232,628
50368,136
50876,508
51524,648
52172,648
52368,196
52872,504
53480,608
54140,660
54808,668
55464,656
56124,660
56360,236
56784,424
58156,1372
58360,204
58764,404
59460,696
60060,600
60696,636
61336,640
61960,624
62360,400
62596,236
63236,640
63876,640
64536,660
65184,648
65856,672
66360,504
66512,152
67172,660
67836,664
68484,648
69140,656
69780,640
70480,700
71072,592
71712,640
72364,652
73008,644
73652,644
74300,648
74932,632
75576,644
76212,636
76908,696
77508,600
78148,640
78800,652
79504,704
80108,604
80792,684
81460,668
82148,688
82892,744
83516,624
84220,704
84916,696
85600,684
86300,700
86976,676
87648,672
88384,736
89008,624
89692,684
90380,688
91064,684
91760,696
92460,700
93156,696
93868,712
94572,704
95256,684
95944,688
96636,692
97380,744
98012,632
98700,688
99384,684
100064,680
100756,692
101484,728
102136,652
102824,688
103516,692
104212,696
104892,680
105572,680
106256,684
106928,672
107616,688
108344,728
108980,636
109660,680
110340,680
111024,684
111696,672
112380,684
113064,684
113748,684
114488,740
115124,636
115800,676
116480,680
117148,668
117816,668
118484,668
119144,660
119812,668
120472,660
121128,656
121800,672
122508,708
