time,x
0,544
540,540
1088,548
1632,544
2176,544
2720,544
3268,548
3816,548
4360,544
4912,552
5452,540
5996,544
6544,548
7092,548
7632,540
8176,544
8720,544
9264,544
9812,548
10348,536
10888,540
11420,532
11960,540
12496,536
13036,540
13568,532
14104,536
14640,536
15176,536
15712,536
16248,536
16788,540
17328,540
17868,540
18404,536
18948,544
19492,544
20032,540
20576,544
21124,548
21668,544
22208,540
22752,544
23296,544
23844,548
24380,536
24920,540
25516,596
26004,488
26540,536
27084,544
27624,540
28164,540
28700,536
29244,544
29784,540
30324,540
30864,540
31408,544
31948,540
32492,544
33036,544
33580,544
34124,544
34668,544
35220,552
35768,548
36320,552
36872,552
37424,552
37976,552
38528,552
39080,552
39632,552
40184,552
40736,552
41280,544
41832,552
42384,552
42932,548
43532,600
44032,500
44580,548
45128,548
45680,552
46228,548
46776,548
47332,556
47884,552
48432,548
48992,560
49548,556
50104,556
50660,556
51216,556
51764,548
52320,556
52880,560
53432,552
53980,548
54532,552
55072,540
55616,544
56156,540
56700,544
57236,536
57772,536
58312,540
58852,540
59388,536
59924,536
60516,592
61008,492
61544,536
62088,544
62636,548
63180,544
63720,540
64272,552
64824,552
65368,544
65912,544
66516,604
67016,500
67564,548
68120,556
68676,556
69224,548
69780,556
70340,560
70892,552
71444,552
72000,556
72552,552
73104,552
73660,556
74208,548
74764,556
75320,556
75876,556
76436,560
76984,548
77540,556
78096,556
78648,552
79200,552
79760,560
80312,552
80864,552
81408,544
81964,556
82512,548
83056,544
83608,552
84156,548
84712,556
85268,556
85820,552
86372,552
86928,556
88028,1100
88580,552
89128,548
89672,544
90220,548
90756,536
91300,544
91848,548
92388,540
92928,540
93460,532
94008,548
94548,540
95088,540
95628,540
96168,540
96712,544
97248,536
97792,544
