time,x
0,1152
564,564
1132,568
1708,576
2276,568
2844,568
3404,560
3980,576
4540,560
5112,572
5676,564
6240,564
6808,568
7380,572
7984,604
8500,516
9068,568
9628,560
10188,560
10756,568
11324,568
11900,576
12472,572
13040,568
13608,568
14176,568
14740,564
15312,572
15872,560
16492,620
17008,516
17572,564
18140,568
18712,572
19284,572
19860,576
20488,628
21020,532
21596,576
22176,580
22752,576
23324,572
23908,584
24480,572
25060,580
25640,580
26212,572
26788,576
27364,576
27936,572
28520,584
29100,580
29680,580
30268,588
30852,584
31428,576
32012,584
32600,588
33188,588
33776,588
34348,572
34936,588
35512,576
36088,576
36664,576
37236,572
37812,576
38388,576
38968,580
39540,572
40116,576
40696,580
41268,572
41896,628
42424,528
43004,580
43576,572
44144,568
44720,576
45296,576
45868,572
46428,560
47016,588
47584,568
48152,568
48712,560
49276,564
49840,564
50400,560
50964,564
51524,560
52092,568
52656,564
53216,560
53788,572
54352,564
54924,572
55508,584
56088,580
56672,584
57256,584
57844,588
58424,580
59004,580
59592,588
60168,576
60744,576
61336,592
61920,584
62504,584
63092,588
63676,584
64268,592
64860,592
65440,580
66020,580
66596,576
67168,572
67736,568
68296,560
68856,560
69416,560
69976,560
70532,556
71096,564
71656,560
72224,568
72792,568
73368,576
73948,580
74528,580
75116,588
75700,584
76280,580
76872,592
77452,580
78036,584
