time,x,y
0,1044,0
568,568,0
1040,472,0
1560,520,0
2084,524,0
2604,520,0
3124,520,0
3648,524,0
4168,520,0
4688,520,0
5212,524,0
5736,524,0
6256,520,0
6776,520,0
7304,528,0
7824,520,0
8344,520,0
8872,528,0
9392,520,0
9912,520,1
10440,528,1
10956,516,1
11460,504,1
11996,536,1
12564,568,1
13036,472,1
13556,520,1
14076,520,1
14600,524,1
15116,516,1
15636,520,0
16160,524,0
16680,520,0
17204,524,0
17724,520,0
18248,524,1
18768,520,1
19288,520,1
19812,524,1
20384,572,1
20860,476,1
21384,524,1
21904,520,1
22428,524,1
22960,532,1
23464,504,0
24004,540,0
24532,528,0
25060,528,0
25580,520,0
26108,528,0
26636,528,0
27160,524,0
27684,524,1
28212,528,1
28732,520,1
29256,524,1
29784,528,1
30360,576,1
30832,472,1
31360,528,1
31892,532,1
32412,520,1
32940,528,1
33472,532,1
33996,524,1
34576,580,1
35056,480,1
35592,536,1
36116,524,1
36648,532,1
37180,532,1
37704,524,0
38236,532,0
38764,528,0
39288,524,0
39816,528,0
40348,532,0
40872,524,1
41400,528,1
41928,528,1
42456,528,1
42984,528,1
43568,584,1
44040,472,1
44572,532,1
45108,536,1
45636,528,1
46164,528,1
46696,532,1
47228,532,1
47752,524,1
48332,580,1
48816,484,1
49348,532,1
49872,524,1
50404,532,1
50936,532,1
51468,532,1
51996,528,1
52576,580,1
53056,480,1
53584,528,1
54120,536,1
54656,536,1
55184,528,1
55720,536,1
56300,580,1
56792,492,1
57320,528,1
57856,536,1
58396,540,1
58932,536,1
59472,540,1
60008,536,1
60600,592,1
61084,484,1
61624,540,1
62164,540,1
62700,536,0
63240,540,0
63784,544,0
