time,x
0,900
224,224
416,192
912,496
1520,608
2020,500
2796,776
2848,52
4248,1400
4632,384
5732,1100
6680,948
7492,812
8956,1464
13184,4228
13568,384
13940,372
14228,288
14256,28
14912,656
15048,136
16040,992
16940,900
17432,492
17480,48
17868,388
18560,692
19188,628
19768,580
21644,1876
22600,956
23256,656
23588,332
23908,320
24460,552
25432,972
26208,776
26544,336
26852,308
27072,220
27244,172
28172,928
30084,1912
31048,964
32016,968
32948,932
33952,1004
34868,916
35820,952
36748,928
37700,952
38644,944
39584,940
40496,912
41384,888
42280,896
43204,924
44140,936
45068,928
46048,980
47040,992
48032,992
49032,1000
50008,976
51032,1024
51956,924
52928,972
53880,952
54852,972
55812,960
56764,952
58660,1896
59608,948
60604,996
61512,908
62464,952
63404,940
64332,928
65236,904
66296,1060
67360,1064
68312,952
69316,1004
70312,996
71292,980
72276,984
73256,980
74228,972
75176,948
76140,964
77104,964
78064,960
79024,960
79972,948
80924,952
81884,960
82860,976
83820,960
84792,972
85740,948
86680,940
87648,968
88644,996
89604,960
90512,908
91452,940
92408,956
93356,948
94312,956
95312,1000
96188,876
97188,1000
98044,856
98924,880
99852,928
100704,852
101448,744
101640,192
102500,860
103440,940
104384,944
105316,932
106280,964
107240,960
108232,992
109184,952
110140,956
111088,948
112088,1000
112980,892
113924,944
114872,948
115808,936
116748,940
117680,932
118656,976
119540,884
120464,924
121392,928
122316,924
123244,928
124172,928
125084,912
126012,928
126964,952
127892,928
129796,1904
130676,880
131652,976
132516,864
133420,904
134352,932
135276,924
136176,900
137084,908
137988,904
138888,900
139772,884
140668,896
141564,896
142464,900
143356,892
144248,892
145132,884
146084,952
146944,860
147844,900
148748,904
149656,908
150540,884
151448,908
152352,904
153228,876
154088,860
154972,884
155876,904
156768,892
157688,920
158672,984
159568,896
160508,940
161436,928
162416,980
163316,900
163984,668
164280,296
165272,992
165984,712
166168,184
167096,928
168052,956
169052,1000
169940,888
170864,924
171812,948
172760,948
173700,940
174588,888
