time,x
0,700
700,700
1400,700
2120,720
2820,700
3520,700
4220,700
4904,684
5584,680
6264,680
6944,680
7624,680
8288,664
9644,1356
10308,664
11648,1340
12308,660
13632,1324
14292,660
14952,660
15608,656
16252,644
16952,700
17552,600
18212,660
18772,560
19552,780
20216,664
20876,660
21536,660
21956,420
22216,260
22900,684
23580,680
23940,360
24260,320
24940,680
25340,400
25620,280
26300,680
26984,684
27660,676
28324,664
29048,724
29664,616
30344,680
31048,704
31548,500
32348,800
33068,720
33688,620
34408,720
35032,624
35692,660
35952,260
36396,444
37056,660
37952,896
38316,364
38956,640
39636,680
39956,320
40316,360
40976,660
41640,664
42336,696
43060,724
43720,660
44420,700
45140,720
45864,724
46580,716
47284,704
48064,780
48484,420
49424,940
50124,700
50824,700
51524,700
52208,684
52908,700
53628,720
54312,684
55068,756
55712,644
56412,700
57112,700
58512,1400
59216,704
59916,700
60616,700
61316,700
62056,740
62716,660
63420,704
64120,700
64840,720
65540,700
66260,720
67700,1440
68420,720
69124,704
69844,720
70584,740
71304,720
72044,740
72768,724
72968,200
73488,520
73968,480
74208,240
74748,540
74928,180
75648,720
76352,704
77052,700
77752,700
77972,220
78452,480
79152,700
79872,720
80576,704
81276,700
81976,700
82696,720
83416,720
84120,704
84840,720
85560,720
86324,764
87000,676
87704,704
88420,716
89124,704
89844,720
90544,700
91248,704
91964,716
92668,704
93388,720
94088,700
94788,700
95492,704
96192,700
96912,720
97612,700
97992,380
98312,320
99092,780
99736,644
100452,716
101156,704
101876,720
102576,700
103296,720
103996,700
104696,700
105400,704
106080,680
106784,704
107484,700
108184,700
108884,700
109564,680
110264,700
110948,684
111648,700
112328,680
112988,660
113668,680
114212,544
114992,780
115692,700
116372,680
117112,740
117756,644
118476,720
119916,1440
120636,720
121340,704
122100,760
122760,660
123460,700
124164,704
124880,716
125584,704
126284,700
