time,x
0,656
1308,1308
1964,656
2612,648
3308,696
3912,604
4560,648
5216,656
5876,660
6536,660
7208,672
7868,660
8536,668
9196,660
9864,668
10524,660
11188,664
11848,660
12500,652
13160,660
13812,652
14456,644
15100,644
15788,688
16372,584
17012,640
18316,1304
19000,684
19692,692
20428,736
21140,712
21876,736
22596,720
23320,724
24024,704
24732,708
25428,696
26120,692
26812,692
27492,680
28180,688
28852,672
29532,680
30260,728
30888,628
31576,688
32260,684
32952,692
33640,688
34340,700
35040,700
35736,696
36448,712
37152,704
37868,716
38576,708
39284,708
39996,712
40748,752
41416,668
42128,712
42852,724
43552,700
44276,724
44984,708
45712,728
46436,724
46640,204
47160,520
47636,476
47888,252
48604,716
49324,720
50044,720
50760,716
51472,712
52204,732
52916,712
54372,1456
55100,728
55816,716
56548,732
57268,720
57992,724
58716,724
59428,712
60152,724
60864,712
61608,744
62324,716
63064,740
63788,724
64516,728
65232,716
65944,712
66656,712
67364,708
68076,712
68772,696
69492,720
70192,700
70904,712
71616,712
72324,708
73040,716
73744,704
74468,724
75176,708
75900,724
76660,760
77324,664
78032,708
78732,700
79440,708
80184,744
80852,668
81556,704
82268,712
82984,716
84400,1416
85144,744
85820,676
86540,720
87248,708
87948,700
88632,684
89324,692
90004,680
91384,1380
92068,684
92756,688
93436,680
94116,680
94788,672
95452,664
96124,672
96788,664
97452,664
98108,656
98760,652
99412,652
100052,640
101344,1292
101988,644
