time,x,y
0,672,0
724,724,0
1348,624,0
2020,672,0
2744,724,0
3380,636,0
4048,668,0
4732,684,0
5416,684,0
6092,676,0
6776,684,0
7456,680,0
8124,668,0
8792,668,0
9460,668,0
10120,660,0
10784,664,0
11452,668,0
12108,656,0
12764,656,0
13424,660,0
14128,704,0
14732,604,0
15400,668,0
16112,712,0
16728,616,0
17396,668,0
18108,712,0
18716,608,0
19380,664,0
20092,712,0
20748,656,0
21364,616,0
22024,660,0
22728,704,0
23336,608,0
23988,652,0
24636,648,0
25284,648,0
25936,652,0
26584,648,0
27228,644,0
27884,656,0
28580,696,0
29244,664,0
29900,656,0
30564,664,0
31172,608,0
31836,664,0
32492,656,0
33140,648,0
33800,660,0
34464,664,0
35112,648,0
35768,656,0
36420,652,0
37068,648,1
37716,648,1
38360,644,1
39052,692,1
39648,596,1
40288,640,1
40928,640,1
41576,648,1
42228,652,0
42932,704,0
43540,608,0
44244,704,0
44856,612,0
45564,708,0
46180,616,0
46836,656,0
47544,708,0
48144,600,0
48788,644,1
49428,640,1
50064,636,1
50748,684,1
51328,580,1
51960,632,1
52592,632,1
53224,632,1
53868,644,1
54508,640,0
55144,636,0
55792,648,0
56448,656,0
57100,652,0
57760,660,0
58420,660,0
59072,652,0
59736,664,0
60404,668,0
61064,660,0
61736,672,0
62400,664,0
63064,664,0
63736,672,0
64396,660,0
65056,660,0
65768,712,0
66380,612,0
67036,656,0
67752,716,0
68368,616,0
69028,660,0
69740,712,0
70352,612,0
71012,660,0
71672,660,0
72332,660,0
72988,656,0
73640,652,0
74292,652,0
74928,636,0
75576,648,0
76224,648,0
76864,640,0
77512,648,0
78164,652,0
78812,648,0
79468,656,0
80136,668,0
80804,668,0
81468,664,0
82140,672,0
82800,660,1
83460,660,1
84120,660,1
84776,656,1
85476,700,1
86084,608,1
86740,656,1
87388,648,1
88044,656,1
88752,708,1
89360,608,1
90024,664,1
90688,664,1
91356,668,1
92024,668,0
92688,664,0
93348,660,0
94008,660,0
94668,660,0
95316,648,0
95968,652,0
96616,648,0
97264,648,0
97912,648,0
98568,656,0
99220,652,0
