time,x
0,592
580,580
1168,588
1752,584
2332,580
2908,576
3484,576
4056,572
4632,576
5208,576
5780,572
6352,572
6936,584
7516,580
8100,584
8696,596
9288,592
9876,588
10472,596
11068,596
11660,592
12256,596
12852,596
13440,588
14032,592
14672,640
15208,536
15796,588
16384,588
16968,584
17548,580
18132,584
18724,592
19364,640
19896,532
20484,588
21072,588
21660,588
22256,596
22832,576
23416,584
24004,588
24584,580
25160,576
25732,572
26316,584
26892,576
27464,572
28040,576
28664,624
29184,520
29756,572
30332,576
30904,572
31480,576
32056,576
32680,624
33208,528
33784,576
34364,580
34940,576
35520,580
36100,580
36676,576
37256,580
37840,584
38428,588
39012,584
39588,576
40168,580
40748,580
41336,588
41916,580
42492,576
43076,584
43660,584
44236,576
44812,576
45400,588
45980,580
46556,576
47132,576
47712,580
48288,576
48868,580
49440,572
