time,x,y
0,1284,0
620,620,0
1236,616,0
1844,608,0
2400,556,0
3628,1228,0
4228,600,0
4836,608,0
5500,664,0
6100,600,0
6652,552,0
7268,616,0
7876,608,0
8480,604,0
9088,608,0
9704,616,0
10324,620,0
10932,608,0
11600,668,0
12000,400,0
12164,164,0
12828,664,0
13432,604,0
13992,560,0
14652,660,0
15200,548,0
15804,604,0
16000,196,0
16408,408,0
17656,1248,0
17996,340,0
18204,208,0
18812,608,0
19416,604,0
20632,1216,0
21244,612,0
21852,608,0
22464,612,0
22996,532,0
23080,84,0
23696,616,0
23992,296,0
24300,308,0
24908,608,0
25576,668,0
26132,556,0
26792,660,0
27408,616,0
27968,560,0
28572,604,0
29180,608,0
29796,616,0
30404,608,0
31008,604,0
31620,612,0
32236,616,0
32900,664,0
33460,560,0
34132,672,0
34748,616,0
35352,604,0
35916,564,0
36588,672,0
37200,612,0
37808,608,0
38424,616,0
39644,1220,0
40256,612,0
40820,564,0
42096,1276,0
42656,560,0
43276,620,0
43944,668,0
44552,608,0
45112,560,0
45784,672,0
46396,612,0
46952,556,0
47576,624,0
48240,664,0
48848,608,0
49452,604,0
50016,564,0
50680,664,0
51284,604,0
51900,616,0
52512,612,0
53112,600,0
53676,564,0
54296,620,0
54912,616,0
55520,608,0
56140,620,0
56760,620,0
57372,612,0
57988,616,0
58664,676,0
59280,616,0
59888,608,0
60504,616,0
61120,616,0
61728,608,0
62292,564,0
62908,616,0
63512,604,0
64120,608,0
64732,612,0
65400,668,0
65996,596,0
66552,556,0
67172,620,0
67780,608,0
68396,616,0
69016,620,0
69624,608,0
70236,612,0
70852,616,0
71520,668,0
72124,604,0
72680,556,0
73348,668,0
73900,552,0
74508,608,1
75120,612,1
75728,608,1
76328,600,1
76988,660,1
77548,560,1
78156,608,1
78808,652,1
80032,1224,0
81244,1212,0
81864,620,0
82480,616,0
83036,556,0
83704,668,0
84324,620,0
84940,616,0
85492,552,0
86156,664,0
86772,616,0
87380,608,0
87992,612,0
88556,564,0
89172,616,0
89784,612,0
90452,668,0
91024,572,0
91688,664,0
92240,552,0
92852,612,0
93476,624,0
94144,668,0
94700,556,0
95320,620,0
95936,616,0
96540,604,0
97144,604,0
97808,664,0
98420,612,0
99036,616,0
99640,604,0
100200,560,0
100816,616,0
101428,612,0
102040,612,0
102648,608,0
103268,620,0
103936,668,0
104540,604,0
105156,616,0
105724,568,0
106336,612,0
106944,608,0
107556,612,0
108180,624,0
108848,668,0
109408,560,0
110024,616,0
110700,676,0
111268,568,0
111936,668,0
112500,564,0
113180,680,0
113804,624,0
114416,612,0
115044,628,0
115664,620,0
116280,616,0
116900,620,0
117528,628,0
118148,620,0
118764,616,0
119392,628,0
119972,580,0
120600,628,0
121228,628,0
121904,676,0
122480,576,0
123156,676,0
123724,568,0
124400,676,0
124968,568,0
125584,616,0
126196,612,0
126872,676,0
127496,624,0
128056,560,0
128728,672,0
129292,564,0
129916,624,0
130532,616,0
131152,620,0
131776,624,0
132396,620,0
133008,612,0
133624,616,0
134244,620,0
134908,664,0
135524,616,0
136148,624,0
136768,620,0
137376,608,0
137996,620,0
138616,620,0
139184,568,0
139848,664,0
140412,564,0
141704,1292,0
142260,556,0
142928,668,0
143548,620,0
144172,624,0
145352,1180,0
146024,672,0
146644,620,0
147208,564,0
147832,624,0
148504,672,0
149064,560,0
149740,676,0
150356,616,0
150916,560,0
151584,668,0
152152,568,0
152824,672,0
153384,560,0
154004,620,0
154676,672,0
155240,564,0
155904,664,0
156524,620,0
157144,620,0
158316,1172,0
158936,620,0
159552,616,0
160164,612,0
160832,668,0
161452,620,0
162068,616,0
162672,604,0
163224,552,0
163892,668,0
164508,616,0
165064,556,0
165720,656,0
166288,568,0
166888,600,0
167556,668,0
168168,612,0
168780,612,0
169384,604,0
169984,600,0
170592,608,0
171184,592,0
171780,596,0
172328,548,0
172928,600,0
173580,652,0
174180,600,0
174788,608,0
175396,608,0
175992,596,0
176600,608,0
177212,612,0
177820,608,0
178420,600,0
179028,608,0
179588,560,0
180192,604,0
180848,656,0
181452,604,0
182072,620,0
182680,608,0
183280,600,0
183892,612,0
184504,612,0
185664,1160,0
186276,612,0
186940,664,0
187552,612,0
188776,1224,0
189340,564,0
190000,660,0
190604,604,0
191164,560,0
191776,612,0
192384,608,0
193048,664,0
193612,564,0
194228,616,0
194888,660,0
195504,616,0
196728,1224,0
197332,604,0
197948,616,0
198560,612,0
199776,1216,0
200336,560,0
201000,664,0
201604,604,0
202212,608,0
202824,612,0
203436,612,0
203988,552,0
204600,612,0
205216,616,0
205880,664,0
206488,608,0
207100,612,0
207720,620,0
208336,616,0
208944,608,0
209560,616,0
210772,1212,0
211384,612,0
211996,612,0
212604,608,0
213212,608,0
213768,556,0
214432,664,0
215036,604,0
215644,608,0
216208,564,0
216872,664,0
217484,612,0
218096,612,0
218716,620,0
219332,616,0
219944,612,0
220560,616,0
221188,628,0
221800,612,0
222412,612,0
222976,564,0
223600,624,0
224208,608,0
224872,664,0
225488,616,0
226100,612,0
226704,604,0
227260,556,0
227872,612,0
228480,608,0
229080,600,0
229688,608,0
230300,612,0
230908,608,0
231100,192,0
231516,416,0
232752,1236,0
233360,608,0
233976,616,0
234592,616,0
235216,624,0
235824,608,0
236440,616,0
237108,668,0
237660,552,0
238268,608,0
238936,668,0
239544,608,0
240100,556,0
240764,664,0
241380,616,0
241996,616,0
242604,608,0
243220,616,0
243840,620,0
244460,620,0
245024,564,0
245644,620,0
246264,620,0
246932,668,0
247548,616,0
248112,564,0
248780,668,0
249384,604,0
250000,616,0
250564,564,0
251232,668,0
251788,556,0
252460,672,0
253072,612,0
253684,612,0
254240,556,0
254864,624,0
255476,612,0
256132,656,0
256700,568,0
257324,624,0
257988,664,0
258548,560,0
259228,680,0
259844,616,0
260452,608,0
261020,568,0
261692,672,0
262256,564,0
262928,672,0
263504,576,0
264124,620,0
264740,616,0
265364,624,0
265988,624,0
266608,620,0
267228,620,0
267856,628,0
268476,620,0
269092,616,0
269716,624,0
270332,616,0
270944,612,0
271560,616,0
272232,672,0
272848,616,0
273408,560,0
274084,676,0
274652,568,0
275268,616,0
275932,664,0
276504,572,0
277124,620,0
277736,612,0
278404,668,0
279028,624,0
279644,616,0
280252,608,0
280864,612,0
281488,624,0
282100,612,0
282708,608,0
283272,564,0
283944,672,0
284556,612,0
285116,560,0
285780,664,0
286340,560,0
286948,608,0
287560,612,0
288228,668,0
288840,612,0
289444,604,0
290052,608,0
290664,612,0
291216,552,0
291868,652,0
292420,552,0
293072,652,0
293660,588,0
294260,600,0
294864,604,0
295464,600,0
296060,596,0
296672,612,0
297276,604,0
297884,608,0
298496,612,0
299108,612,0
299716,608,0
300276,560,0
300948,672,0
301560,612,0
302156,596,0
302720,564,0
303384,664,0
304584,1200,0
305140,556,0
305796,656,0
306392,596,0
306940,548,0
307600,660,0
308148,548,0
308804,656,0
309412,608,0
310024,612,0
310640,616,0
311248,608,0
311816,568,0
312436,620,0
313052,616,0
313668,616,0
314288,620,0
314908,620,0
315516,608,0
316136,620,0
316804,668,0
317360,556,0
318028,668,0
318596,568,0
319268,672,0
319880,612,0
320492,612,0
321116,624,0
321732,616,0
322292,560,0
322912,620,0
323576,664,0
324136,560,0
324744,608,0
325408,664,0
326012,604,0
326568,556,0
327840,1272,0
328396,556,0
329064,668,0
329676,612,0
330284,608,0
330844,560,0
331504,660,0
332056,552,0
332720,664,0
333272,552,0
334528,1256,0
335148,620,0
335748,600,0
336296,548,0
336964,668,0
337572,608,0
338168,596,0
338740,572,0
339400,660,0
340008,608,0
340572,564,0
341844,1272,0
342456,612,0
343020,564,0
343632,612,0
344292,660,0
344852,560,0
345520,668,0
346076,556,0
346688,612,0
347304,616,0
347964,660,0
348572,608,0
349184,612,0
349796,612,0
350356,560,0
350968,612,0
351636,668,0
352244,608,0
352856,612,0
353472,616,0
354028,556,0
354688,660,0
355304,616,0
355916,612,0
356520,604,0
357132,612,0
357748,616,0
358304,556,0
358964,660,0
359532,568,0
360804,1272,0
361420,616,0
362040,620,0
362656,616,0
363268,612,0
363836,568,0
364456,620,0
365068,612,0
365680,612,0
366300,620,0
366972,672,0
367524,552,0
368188,664,0
368752,564,0
369420,668,0
369972,552,0
370588,616,0
371816,1228,0
372428,612,0
373100,672,0
373716,616,0
374272,556,0
374888,616,0
375508,620,0
376180,672,0
376792,612,0
377404,612,0
378024,620,0
378636,612,0
379184,548,0
379804,620,0
380460,656,0
381064,604,0
381668,604,0
382288,620,0
382896,608,0
383452,556,0
384116,664,0
384736,620,0
385296,560,0
385956,660,0
386568,612,0
387184,616,0
387792,608,0
388400,608,0
389012,612,0
389620,608,0
390176,556,0
390780,604,0
391452,672,0
392064,612,0
392672,608,0
393284,612,0
393904,620,0
394520,616,0
395132,612,0
395748,616,0
396368,620,0
396976,608,0
397588,612,0
398200,612,0
398760,560,0
399416,656,0
400024,608,0
400636,612,0
401188,552,0
401852,664,0
402412,560,0
403080,668,0
403688,608,0
404304,616,0
404880,576,0
405552,672,0
406164,612,0
406736,572,0
407356,620,1
407968,612,1
408584,616,1
409200,616,1
409860,660,1
410412,552,1
411024,612,1
411636,612,1
412840,1204,0
413456,616,0
414064,608,0
414676,612,0
415296,620,0
415912,616,0
416520,608,0
417136,616,0
417808,672,0
418424,616,0
419036,612,0
419652,616,0
420208,556,0
420868,660,0
421480,612,0
422096,616,0
422700,604,0
423308,608,0
423872,564,0
424540,668,0
425144,604,0
425708,564,0
426324,616,0
426992,668,0
427604,612,0
428220,616,0
428792,572,0
429404,612,0
430068,664,0
430688,620,0
431300,612,0
431856,556,0
432468,612,0
433076,608,0
433680,604,0
434288,608,0
434896,608,0
435496,600,0
436156,660,0
436768,612,0
437316,548,0
437920,604,0
438532,612,0
439196,664,0
439792,596,0
440352,560,0
441016,664,0
441624,608,0
442184,560,0
442848,664,0
443460,612,0
444064,604,0
444676,612,0
445288,612,0
445896,608,0
446508,612,0
447124,616,0
447680,556,0
448336,656,0
448948,612,0
449564,616,0
450172,608,0
450784,612,0
451340,556,0
452012,672,0
452576,564,0
453812,1236,0
454484,672,0
455108,624,0
455720,612,0
456328,608,0
456944,616,0
457552,608,0
458152,600,0
458760,608,0
459316,556,0
459968,652,0
460572,604,0
461184,612,0
461792,608,0
462344,552,0
463008,664,0
463632,624,0
464236,604,0
464808,572,0
465484,676,0
466104,620,0
466712,608,0
467332,620,0
467948,616,0
468552,604,0
