time,x
0,832
868,868
1768,900
2680,912
3576,896
4460,884
5348,888
6232,884
7140,908
7972,832
8864,892
9752,888
10628,876
11508,880
12436,928
13228,792
14108,880
15000,892
15896,896
16768,872
17656,888
18548,892
19432,884
20284,852
21164,880
22028,864
22956,928
23740,784
24612,872
25556,944
26444,888
27244,800
28124,880
29012,888
29880,868
30740,860
31628,888
32512,884
33344,832
34212,868
35132,920
35928,796
36772,844
37640,868
38504,864
39356,852
40196,840
41060,864
41976,916
42772,796
43616,844
44472,856
45344,872
46180,836
47032,852
47892,860
48740,848
49580,840
50432,852
51292,860
52156,864
53056,900
53884,828
54804,920
55612,808
56460,848
57316,856
58224,908
59068,844
59848,780
60736,888
61528,792
62360,832
63224,864
64084,860
64948,864
65792,844
66708,916
67516,808
68336,820
69184,848
70024,840
70860,836
71688,828
72528,840
73372,844
74188,816
75016,828
75836,820
76660,824
77472,812
78080,608
78360,280
78472,112
78904,432
79312,408
79788,476
79988,200
80588,600
80664,76
81596,932
81772,176
81924,152
82332,408
82624,292
82752,128
83152,400
83932,780
84716,784
85516,800
86280,764
87112,832
87952,840
88796,844
