time,x
0,652
628,628
1244,616
1868,624
2492,624
3104,612
3716,612
4336,620
4960,624
5580,620
6200,620
6820,620
7448,628
8076,628
8704,628
10004,1300
10580,576
11204,624
11824,620
12452,628
13080,628
13704,624
14324,620
15000,676
15580,580
16204,624
16824,620
17448,624
18076,628
18700,624
19368,668
20564,1196
21180,616
21800,620
22416,616
23036,620
23652,616
25500,1848
26120,620
26740,620
27368,628
27996,628
28624,628
29244,620
29864,620
30488,624
31112,624
31728,616
32344,616
33008,664
33580,572
34196,616
34808,612
35428,620
36056,628
36672,616
37296,624
37916,620
38548,632
39168,620
39788,620
40412,624
40916,504
41036,120
41664,628
41916,252
42288,372
42912,624
43532,620
43916,384
44160,244
44780,620
44916,136
45396,480
46020,624
46640,620
46920,280
47260,340
47868,608
48488,620
48916,428
49104,188
49920,816
50328,408
51564,1236
52176,612
52788,612
53404,616
54012,608
54628,616
55240,612
55856,616
56472,616
56924,452
57068,144
57676,608
57924,248
58284,360
58888,604
59492,604
60104,612
61316,1212
61912,596
62508,596
63112,604
63708,596
63924,216
64296,372
64892,596
65484,592
65928,444
66080,152
66668,588
66928,260
67272,344
67868,596
68464,596
69052,588
69652,600
70252,600
70840,588
72020,1180
72620,600
73212,592
73804,592
74344,540
75048,704
75600,552
76252,652
76800,548
76932,132
77400,468
78008,608
78620,612
79228,608
79836,608
79928,92
80456,528
81064,608
81684,620
81932,248
82304,372
82920,616
83544,624
84776,1232
85392,616
86016,624
86624,608
87236,612
87852,616
88468,616
89076,608
89664,588
90316,652
90940,624
91336,396
92156,820
92788,632
93412,624
94032,620
94648,616
95268,620
95888,620
96504,616
97096,592
97732,636
98352,620
99588,1236
100212,624
100828,616
101456,628
102084,628
102716,632
103344,628
105236,1892
105860,624
106488,628
107744,1256
107952,208
108368,416
109064,696
109640,576
110268,628
110908,640
111544,636
112188,644
112828,640
113464,636
114112,648
114756,644
115404,648
116052,648
116700,648
116952,252
117340,388
118620,1280
119260,640
119892,632
120528,636
121156,628
121792,636
122432,640
123060,628
123696,636
123956,260
124328,372
125600,1272
125956,356
126232,276
126864,632
127500,636
128128,628
128756,628
128960,204
129384,424
130020,636
130640,620
131268,628
131896,628
132528,632
133152,624
133776,624
134396,620
135640,1244
136268,628
136892,624
137508,616
138120,612
138732,612
139332,600
140588,1256
141144,556
141972,828
142924,952
144144,1220
144744,600
145344,600
145952,608
147140,1188
147736,596
148340,604
149544,1204
150140,596
150740,600
151348,608
152560,1212
153156,596
153764,608
154372,608
154976,604
155588,612
155972,384
156192,220
156812,620
156976,164
157428,452
158092,664
158648,556
159272,624
159892,620
161128,1236
161748,620
162368,620
163592,1224
164200,608
164816,616
165428,612
166040,612
166648,608
167256,608
167864,608
168460,596
169080,620
169688,608
170296,608
170892,596
171544,652
172100,556
172704,604
173304,600
173904,600
174564,660
175120,556
175728,608
175984,256
176332,348
176944,612
177556,612
177988,432
178164,176
178772,608
179384,612
179992,608
180604,612
181212,608
181824,612
182436,612
183100,664
183660,560
184276,616
184896,620
185512,616
185988,476
186124,136
186744,620
186988,244
187364,376
187984,620
188596,612
189208,612
189828,620
190436,608
191056,620
191668,612
192280,612
192892,612
193496,604
194108,612
194708,600
195312,604
