time,x
0,752
740,740
1044,304
1472,428
2220,748
2988,768
3752,764
3980,228
4504,524
5284,780
6128,844
6848,720
7624,776
8400,776
9176,776
9932,756
10680,748
11448,768
12216,768
12960,744
13708,748
14472,764
15240,768
15492,252
15988,496
16752,764
17532,780
18296,764
19044,748
19800,756
20544,744
21280,736
22036,756
22780,744
23532,752
24272,740
25016,744
25764,748
26516,752
27272,756
28004,732
28752,748
29500,748
30284,784
30752,468
30972,220
31696,724
33164,1468
33948,784
34632,684
35384,752
36144,760
36944,800
37644,700
38384,740
39140,756
39892,752
40644,752
41436,792
42124,688
42860,736
43576,716
44324,748
45068,744
45516,448
45668,152
45896,228
46552,656
47304,752
48064,760
48828,764
49568,740
50368,800
51060,692
51784,724
52508,724
53220,712
53932,712
54640,708
55348,708
56052,704
56772,720
57516,744
58264,748
59000,736
59744,744
60508,764
61264,756
62028,764
62764,736
63564,800
64292,728
65020,728
65680,660
66404,724
67120,716
67840,720
68564,724
69304,740
70056,752
70824,768
71572,748
72336,764
73092,756
73844,752
74580,736
75352,772
76120,768
76872,752
77624,752
78388,764
79156,768
79896,740
80640,744
81388,748
82136,748
82884,748
83632,748
84376,744
85120,744
85864,744
86588,724
87336,748
88064,728
88796,732
89528,732
90268,740
91012,744
91740,728
92484,744
93208,724
93968,760
94696,728
95436,740
96180,744
96932,752
97656,724
98384,728
99108,724
99836,728
100544,708
101268,724
101992,724
102760,768
103428,668
104156,728
104884,728
105668,784
106344,676
107076,732
107808,732
108548,740
109276,728
110012,736
110748,736
111472,724
112196,724
112928,732
113660,732
114372,712
115096,724
115812,716
116532,720
117248,716
117976,728
118700,724
119404,704
120088,684
120768,680
121456,688
122156,700
122864,708
123576,712
124292,716
125024,732
125768,744
126500,732
127240,740
127972,732
128716,744
129452,736
130204,752
130956,752
131696,740
132432,736
133164,732
133904,740
134620,716
135368,748
136100,732
136832,732
137572,740
