time,x
0,196
652,652
1300,648
1948,648
2644,696
3284,640
3928,644
4516,588
5156,640
5788,632
6468,680
7052,584
7680,628
8308,628
8928,620
9552,624
10176,624
10800,624
11420,620
12036,616
12660,624
13280,620
13900,620
14524,624
15196,672
15772,576
17024,1252
17644,620
18268,624
18892,624
19524,632
20152,628
20780,628
21460,680
22028,568
22656,628
23280,624
23896,616
24520,624
25136,616
25760,624
26368,608
26992,624
27608,616
28224,616
28844,620
29464,620
30092,628
30716,624
31344,628
31972,628
32596,624
33220,624
33840,620
34464,624
35084,620
35700,616
36316,616
36928,612
37592,664
38156,564
38756,600
39364,608
39960,596
40564,604
41792,1228
42464,672
43044,580
43688,644
44320,632
44968,648
45616,648
46260,644
46912,652
47560,648
48204,644
48852,648
49504,652
50152,648
50804,652
51456,652
52104,648
52764,660
53468,704
54080,612
54740,660
56064,1324
56724,660
57380,656
58056,676
58712,656
59376,664
60040,664
60700,660
61376,676
62040,664
62756,716
63376,620
64080,704
66028,1948
66700,672
67380,680
68068,688
68756,688
69508,752
70156,648
70848,692
71532,684
72212,680
72888,676
73560,672
74232,672
74896,664
75564,668
76236,672
76900,664
77568,668
78232,664
78908,676
79584,676
80268,684
80952,684
81632,680
82324,692
